,Civilian labour force,County,Employed poulation,Rate of Unemployment,State,Unemployed population
500,8672.0,Meriwether,7977.0,8.0,GA,695.0
501,2671.0,Miller,2526.0,5.0,GA,145.0
502,8717.0,Mitchell,8131.0,7.0,GA,586.0
503,12670.0,Monroe,11934.0,6.0,GA,736.0
504,3712.0,Montgomery,3390.0,9.0,GA,322.0
505,8422.0,Morgan,7960.0,6.0,GA,462.0
506,16070.0,Murray,14887.0,7.0,GA,1183.0
507,78898.0,Muscogee,73014.0,8.0,GA,5884.0
508,48436.0,Newton,45165.0,7.0,GA,3271.0
509,17592.0,Oconee,16814.0,4.0,GA,778.0
510,6728.0,Oglethorpe,6355.0,6.0,GA,373.0
511,76339.0,Paulding,72370.0,5.0,GA,3969.0
512,11288.0,Peach,10394.0,8.0,GA,894.0
513,13876.0,Pickens,13138.0,5.0,GA,738.0
514,8046.0,Pierce,7544.0,6.0,GA,502.0
515,8229.0,Pike,7758.0,6.0,GA,471.0
516,18151.0,Polk,16949.0,7.0,GA,1202.0
517,4013.0,Pulaski,3749.0,7.0,GA,264.0
518,7802.0,Putnam,7172.0,8.0,GA,630.0
519,817.0,Quitman,761.0,7.0,GA,56.0
520,6504.0,Rabun,6068.0,7.0,GA,436.0
521,2426.0,Randolph,2205.0,9.0,GA,221.0
522,84282.0,Richmond,78051.0,7.0,GA,6231.0
523,42272.0,Rockdale,39516.0,7.0,GA,2756.0
524,2110.0,Schley,1970.0,7.0,GA,140.0
525,5041.0,Screven,4622.0,8.0,GA,419.0
526,3090.0,Seminole,2840.0,8.0,GA,250.0
527,27114.0,Spalding,24934.0,8.0,GA,2180.0
528,10862.0,Stephens,10153.0,7.0,GA,709.0
529,2114.0,Stewart,1968.0,7.0,GA,146.0
530,12832.0,Sumter,11766.0,8.0,GA,1066.0
531,2696.0,Talbot,2488.0,8.0,GA,208.0
532,593.0,Taliaferro,547.0,8.0,GA,46.0
533,9277.0,Tattnall,8705.0,6.0,GA,572.0
534,2773.0,Taylor,2519.0,9.0,GA,254.0
535,4825.0,Telfair,4405.0,9.0,GA,420.0
536,3632.0,Terrell,3361.0,8.0,GA,271.0
537,16815.0,Thomas,15600.0,7.0,GA,1215.0
538,18347.0,Tift,17227.0,6.0,GA,1120.0
539,11864.0,Toombs,10829.0,9.0,GA,1035.0
540,3915.0,Towns,3607.0,8.0,GA,308.0
541,2701.0,Treutlen,2472.0,9.0,GA,229.0
542,35599.0,Troup,33437.0,6.0,GA,2162.0
543,3192.0,Turner,2976.0,7.0,GA,216.0
544,2965.0,Twiggs,2695.0,9.0,GA,270.0
545,9832.0,Union,9307.0,5.0,GA,525.0
546,11130.0,Upson,10324.0,7.0,GA,806.0
547,29400.0,Walker,27646.0,6.0,GA,1754.0
548,41677.0,Walton,39424.0,5.0,GA,2253.0
549,14488.0,Ware,13546.0,7.0,GA,942.0
550,2640.0,Warren,2434.0,8.0,GA,206.0
551,7198.0,Washington,6695.0,7.0,GA,503.0
552,11568.0,Wayne,10731.0,7.0,GA,837.0
553,968.0,Webster,877.0,9.0,GA,91.0
554,1694.0,Wheeler,1510.0,11.0,GA,184.0
555,13785.0,White,13071.0,5.0,GA,714.0
556,45601.0,Whitfield,42690.0,6.0,GA,2911.0
557,2743.0,Wilcox,2528.0,8.0,GA,215.0
558,3890.0,Wilkes,3609.0,7.0,GA,281.0
559,3603.0,Wilkinson,3340.0,7.0,GA,263.0
560,8845.0,Worth,8272.0,7.0,GA,573.0
562,88719.0,Hawaii,84812.0,4.0,HI,3907.0
563,467705.0,Honolulu,452091.0,3.0,HI,15614.0
564,35153.0,Kauai,33738.0,4.0,HI,1415.0
565,83930.0,Maui,80819.0,4.0,HI,3111.0
567,217052.0,Ada,209058.0,4.0,ID,7994.0
568,1715.0,Adams,1583.0,8.0,ID,132.0
569,41861.0,Bannock,40167.0,4.0,ID,1694.0
570,2828.0,Bear,2700.0,5.0,ID,128.0
571,4035.0,Benewah,3767.0,7.0,ID,268.0
572,22039.0,Bingham,21126.0,4.0,ID,913.0
573,11815.0,Blaine,11391.0,4.0,ID,424.0
574,3050.0,Boise,2855.0,6.0,ID,195.0
575,18525.0,Bonner,17405.0,6.0,ID,1120.0
576,50961.0,Bonneville,49163.0,4.0,ID,1798.0
577,5088.0,Boundary,4805.0,6.0,ID,283.0
578,1276.0,Butte,1218.0,5.0,ID,58.0
579,648.0,Camas,625.0,4.0,ID,23.0
580,90939.0,Canyon,86342.0,5.0,ID,4597.0
581,3762.0,Caribou,3606.0,4.0,ID,156.0
582,11452.0,Cassia,11064.0,3.0,ID,388.0
583,395.0,Clark,380.0,4.0,ID,15.0
584,3085.0,Clearwater,2834.0,8.0,ID,251.0
585,2129.0,Custer,1986.0,7.0,ID,143.0
586,10734.0,Elmore,10222.0,5.0,ID,512.0
587,6447.0,Franklin,6243.0,3.0,ID,204.0
588,7170.0,Fremont,6907.0,4.0,ID,263.0
589,7530.0,Gem,7128.0,5.0,ID,402.0
590,7995.0,Gooding,7715.0,4.0,ID,280.0
591,6396.0,Idaho,5993.0,6.0,ID,403.0
592,12459.0,Jefferson,12028.0,4.0,ID,431.0
593,11458.0,Jerome,11079.0,3.0,ID,379.0
594,71550.0,Kootenai,67880.0,5.0,ID,3670.0
595,19460.0,Latah,18779.0,4.0,ID,681.0
596,3376.0,Lemhi,3137.0,7.0,ID,239.0
597,1590.0,Lewis,1498.0,6.0,ID,92.0
598,2639.0,Lincoln,2518.0,5.0,ID,121.0
599,19755.0,Madison,19217.0,3.0,ID,538.0
600,10677.0,Minidoka,10280.0,4.0,ID,397.0
601,20605.0,Nez,19831.0,4.0,ID,774.0
602,2124.0,Oneida,2048.0,4.0,ID,76.0
603,5211.0,Owyhee,4958.0,5.0,ID,253.0
604,11092.0,Payette,10535.0,5.0,ID,557.0
605,3874.0,Power,3691.0,5.0,ID,183.0
606,5126.0,Shoshone,4722.0,8.0,ID,404.0
607,5819.0,Teton,5616.0,4.0,ID,203.0
608,39586.0,Twin,38126.0,4.0,ID,1460.0
609,4790.0,Valley,4492.0,6.0,ID,298.0
610,4564.0,Washington,4295.0,6.0,ID,269.0
612,32515.0,Adams,30895.0,5.0,IL,1620.0
613,2291.0,Alexander,2081.0,9.0,IL,210.0
614,7779.0,Bond,7366.0,5.0,IL,413.0
615,26333.0,Boone,24616.0,7.0,IL,1717.0
616,2777.0,Brown,2678.0,4.0,IL,99.0
617,17105.0,Bureau,16005.0,6.0,IL,1100.0
618,2341.0,Calhoun,2183.0,7.0,IL,158.0
619,7934.0,Carroll,7501.0,6.0,IL,433.0
620,6446.0,Cass,6082.0,6.0,IL,364.0
621,104621.0,Champaign,99199.0,5.0,IL,5422.0
622,15458.0,Christian,14441.0,7.0,IL,1017.0
623,8078.0,Clark,7576.0,6.0,IL,502.0
624,6616.0,Clay,6147.0,7.0,IL,469.0
625,20073.0,Clinton,19168.0,5.0,IL,905.0
626,24079.0,Coles,22622.0,6.0,IL,1457.0
627,2648861.0,Cook,2484494.0,6.0,IL,164367.0
628,9629.0,Crawford,9059.0,6.0,IL,570.0
629,5904.0,Cumberland,5593.0,5.0,IL,311.0
630,54601.0,DeKalb,51549.0,6.0,IL,3052.0
631,7931.0,De,7489.0,6.0,IL,442.0
632,10082.0,Douglas,9586.0,5.0,IL,496.0
633,512100.0,DuPage,487789.0,5.0,IL,24311.0
634,9428.0,Edgar,8839.0,6.0,IL,589.0
635,2943.0,Edwards,2768.0,6.0,IL,175.0
636,18410.0,Effingham,17527.0,5.0,IL,883.0
637,9698.0,Fayette,9060.0,7.0,IL,638.0
638,6508.0,Ford,6156.0,5.0,IL,352.0
639,16482.0,Franklin,15150.0,8.0,IL,1332.0
640,15785.0,Fulton,14582.0,8.0,IL,1203.0
641,2465.0,Gallatin,2300.0,7.0,IL,165.0
642,6045.0,Greene,5674.0,6.0,IL,371.0
643,25486.0,Grundy,23722.0,7.0,IL,1764.0
644,4375.0,Hamilton,4135.0,6.0,IL,240.0
645,8910.0,Hancock,8359.0,6.0,IL,551.0
646,1527.0,Hardin,1398.0,8.0,IL,129.0
647,3748.0,Henderson,3523.0,6.0,IL,225.0
648,25072.0,Henry,23532.0,6.0,IL,1540.0
649,14823.0,Iroquois,13985.0,6.0,IL,838.0
650,28620.0,Jackson,27029.0,6.0,IL,1591.0
651,4638.0,Jasper,4349.0,6.0,IL,289.0
652,17168.0,Jefferson,16008.0,7.0,IL,1160.0
653,11074.0,Jersey,10372.0,6.0,IL,702.0
654,11447.0,Jo,10820.0,6.0,IL,627.0
655,4133.0,Johnson,3780.0,9.0,IL,353.0
656,267465.0,Kane,252049.0,6.0,IL,15416.0
657,55189.0,Kankakee,51470.0,7.0,IL,3719.0
658,66278.0,Kendall,62846.0,5.0,IL,3432.0
659,23199.0,Knox,21787.0,6.0,IL,1412.0
660,367049.0,Lake,347276.0,5.0,IL,19773.0
661,57378.0,LaSalle,53378.0,7.0,IL,4000.0
662,6142.0,Lawrence,5706.0,7.0,IL,436.0
663,17839.0,Lee,16887.0,5.0,IL,952.0
664,17243.0,Livingston,16315.0,5.0,IL,928.0
665,13008.0,Logan,12305.0,5.0,IL,703.0
666,14066.0,McDonough,13210.0,6.0,IL,856.0
667,165957.0,McHenry,156973.0,5.0,IL,8984.0
668,90841.0,McLean,86482.0,5.0,IL,4359.0
669,50527.0,Macon,46989.0,7.0,IL,3538.0
670,23044.0,Macoupin,21587.0,6.0,IL,1457.0
671,132970.0,Madison,124983.0,6.0,IL,7987.0
672,18088.0,Marion,16865.0,7.0,IL,1223.0
673,5708.0,Marshall,5330.0,7.0,IL,378.0
674,6607.0,Mason,6136.0,7.0,IL,471.0
675,6107.0,Massac,5664.0,7.0,IL,443.0
676,6738.0,Menard,6421.0,5.0,IL,317.0
677,8192.0,Mercer,7679.0,6.0,IL,513.0
678,18090.0,Monroe,17298.0,4.0,IL,792.0
679,12036.0,Montgomery,11126.0,8.0,IL,910.0
680,16978.0,Morgan,16129.0,5.0,IL,849.0
681,7362.0,Moultrie,7041.0,4.0,IL,321.0
682,25909.0,Ogle,24311.0,6.0,IL,1598.0
683,89973.0,Peoria,83805.0,7.0,IL,6168.0
684,8854.0,Perry,8223.0,7.0,IL,631.0
685,8345.0,Piatt,7925.0,5.0,IL,420.0
686,7612.0,Pike,7218.0,5.0,IL,394.0
687,1768.0,Pope,1644.0,7.0,IL,124.0
688,2089.0,Pulaski,1904.0,9.0,IL,185.0
689,3040.0,Putnam,2852.0,6.0,IL,188.0
690,14299.0,Randolph,13523.0,5.0,IL,776.0
691,7461.0,Richland,7024.0,6.0,IL,437.0
692,72233.0,Rock,67608.0,6.0,IL,4625.0
693,126135.0,St.,117831.0,7.0,IL,8304.0
694,10344.0,Saline,9544.0,8.0,IL,800.0
695,105388.0,Sangamon,99920.0,5.0,IL,5468.0
696,3481.0,Schuyler,3278.0,6.0,IL,203.0
697,2556.0,Scott,2407.0,6.0,IL,149.0
698,10226.0,Shelby,9624.0,6.0,IL,602.0
699,2761.0,Stark,2578.0,7.0,IL,183.0
700,21537.0,Stephenson,20115.0,7.0,IL,1422.0
701,66832.0,Tazewell,62647.0,6.0,IL,4185.0
702,7352.0,Union,6787.0,8.0,IL,565.0
703,35440.0,Vermilion,32934.0,7.0,IL,2506.0
704,5620.0,Wabash,5303.0,6.0,IL,317.0
705,8563.0,Warren,8116.0,5.0,IL,447.0
706,9352.0,Washington,8998.0,4.0,IL,354.0
707,7498.0,Wayne,6982.0,7.0,IL,516.0
708,6926.0,White,6529.0,6.0,IL,397.0
709,28506.0,Whiteside,26743.0,6.0,IL,1763.0
710,357074.0,Will,335079.0,6.0,IL,21995.0
711,31915.0,Williamson,29942.0,6.0,IL,1973.0
712,142138.0,Winnebago,132182.0,7.0,IL,9956.0
713,19571.0,Woodford,18579.0,5.0,IL,992.0
715,16900.0,Adams,16254.0,4.0,IN,646.0
716,178025.0,Allen,169826.0,5.0,IN,8199.0
717,43580.0,Bartholomew,42004.0,4.0,IN,1576.0
718,4578.0,Benton,4373.0,5.0,IN,205.0
719,5242.0,Blackford,4926.0,6.0,IN,316.0
720,33494.0,Boone,32258.0,4.0,IN,1236.0
721,7443.0,Brown,7087.0,5.0,IN,356.0
722,10022.0,Carroll,9587.0,4.0,IN,435.0
723,17760.0,Cass,16944.0,5.0,IN,816.0
724,58893.0,Clark,56244.0,5.0,IN,2649.0
725,12368.0,Clay,11713.0,5.0,IN,655.0
726,16919.0,Clinton,16238.0,4.0,IN,681.0
727,4918.0,Crawford,4621.0,6.0,IN,297.0
728,15695.0,Daviess,15101.0,4.0,IN,594.0
729,25214.0,Dearborn,23920.0,5.0,IN,1294.0
730,14293.0,Decatur,13711.0,4.0,IN,582.0
731,21784.0,DeKalb,20887.0,4.0,IN,897.0
732,54442.0,Delaware,51339.0,6.0,IN,3103.0
733,22675.0,Dubois,21906.0,3.0,IN,769.0
734,104716.0,Elkhart,100644.0,4.0,IN,4072.0
735,8990.0,Fayette,8399.0,7.0,IN,591.0
736,39932.0,Floyd,38222.0,4.0,IN,1710.0
737,8049.0,Fountain,7572.0,6.0,IN,477.0
738,11387.0,Franklin,10809.0,5.0,IN,578.0
739,9862.0,Fulton,9389.0,5.0,IN,473.0
740,18860.0,Gibson,18143.0,4.0,IN,717.0
741,32522.0,Grant,30760.0,5.0,IN,1762.0
742,13754.0,Greene,12808.0,7.0,IN,946.0
743,167234.0,Hamilton,161577.0,3.0,IN,5657.0
744,37370.0,Hancock,35792.0,4.0,IN,1578.0
745,19417.0,Harrison,18527.0,5.0,IN,890.0
746,82861.0,Hendricks,79688.0,4.0,IN,3173.0
747,21664.0,Henry,20511.0,5.0,IN,1153.0
748,36987.0,Howard,35140.0,5.0,IN,1847.0
749,18641.0,Huntington,17825.0,4.0,IN,816.0
750,21786.0,Jackson,20918.0,4.0,IN,868.0
751,16357.0,Jasper,15405.0,6.0,IN,952.0
752,9946.0,Jay,9449.0,5.0,IN,497.0
753,15326.0,Jefferson,14583.0,5.0,IN,743.0
754,13167.0,Jennings,12491.0,5.0,IN,676.0
755,77588.0,Johnson,74422.0,4.0,IN,3166.0
756,19027.0,Knox,18154.0,5.0,IN,873.0
757,40662.0,Kosciusko,39008.0,4.0,IN,1654.0
758,18900.0,LaGrange,18209.0,4.0,IN,691.0
759,229689.0,Lake,214013.0,7.0,IN,15676.0
760,48522.0,LaPorte,45477.0,6.0,IN,3045.0
761,20278.0,Lawrence,18949.0,7.0,IN,1329.0
762,58222.0,Madison,54917.0,6.0,IN,3305.0
763,472332.0,Marion,448369.0,5.0,IN,23963.0
764,24009.0,Marshall,23006.0,4.0,IN,1003.0
765,5047.0,Martin,4834.0,4.0,IN,213.0
766,15751.0,Miami,14931.0,5.0,IN,820.0
767,67370.0,Monroe,64057.0,5.0,IN,3313.0
768,19266.0,Montgomery,18496.0,4.0,IN,770.0
769,35368.0,Morgan,33702.0,5.0,IN,1666.0
770,6961.0,Newton,6556.0,6.0,IN,405.0
771,23651.0,Noble,22642.0,4.0,IN,1009.0
772,3179.0,Ohio,3003.0,6.0,IN,176.0
773,8725.0,Orange,8205.0,6.0,IN,520.0
774,9285.0,Owen,8700.0,6.0,IN,585.0
775,7053.0,Parke,6654.0,6.0,IN,399.0
776,9231.0,Perry,8796.0,5.0,IN,435.0
777,6189.0,Pike,5919.0,4.0,IN,270.0
778,84691.0,Porter,80142.0,5.0,IN,4549.0
779,13299.0,Posey,12771.0,4.0,IN,528.0
780,6274.0,Pulaski,5990.0,5.0,IN,284.0
781,16401.0,Putnam,15562.0,5.0,IN,839.0
782,12686.0,Randolph,12056.0,5.0,IN,630.0
783,13634.0,Ripley,12903.0,5.0,IN,731.0
784,8838.0,Rush,8456.0,4.0,IN,382.0
785,130406.0,St.,123843.0,5.0,IN,6563.0
786,10286.0,Scott,9726.0,5.0,IN,560.0
787,22626.0,Shelby,21619.0,5.0,IN,1007.0
788,10974.0,Spencer,10520.0,4.0,IN,454.0
789,10548.0,Starke,9921.0,6.0,IN,627.0
790,19981.0,Steuben,19199.0,4.0,IN,782.0
791,8658.0,Sullivan,8118.0,6.0,IN,540.0
792,4854.0,Switzerland,4613.0,5.0,IN,241.0
793,93117.0,Tippecanoe,89165.0,4.0,IN,3952.0
794,8382.0,Tipton,8046.0,4.0,IN,336.0
795,3561.0,Union,3402.0,5.0,IN,159.0
796,92238.0,Vanderburgh,88302.0,4.0,IN,3936.0
797,7226.0,Vermillion,6711.0,7.0,IN,515.0
798,48986.0,Vigo,45981.0,6.0,IN,3005.0
799,15387.0,Wabash,14650.0,5.0,IN,737.0
800,4097.0,Warren,3894.0,5.0,IN,203.0
801,31754.0,Warrick,30463.0,4.0,IN,1291.0
802,13526.0,Washington,12824.0,5.0,IN,702.0
803,30648.0,Wayne,29016.0,5.0,IN,1632.0
804,14038.0,Wells,13487.0,4.0,IN,551.0
805,13610.0,White,13057.0,4.0,IN,553.0
806,17019.0,Whitley,16319.0,4.0,IN,700.0
808,4226.0,Adair,4089.0,3.0,IA,137.0
809,2292.0,Adams,2227.0,3.0,IA,65.0
810,7703.0,Allamakee,7325.0,5.0,IA,378.0
811,6228.0,Appanoose,5920.0,5.0,IA,308.0
812,3239.0,Audubon,3110.0,4.0,IA,129.0
813,13780.0,Benton,13240.0,4.0,IA,540.0
814,70545.0,Black,67294.0,5.0,IA,3251.0
815,15322.0,Boone,14856.0,3.0,IA,466.0
816,13978.0,Bremer,13483.0,4.0,IA,495.0
817,11322.0,Buchanan,10837.0,4.0,IA,485.0
818,11590.0,Buena,11163.0,4.0,IA,427.0
819,8285.0,Butler,7920.0,4.0,IA,365.0
820,4459.0,Calhoun,4265.0,4.0,IA,194.0
821,11310.0,Carroll,11012.0,3.0,IA,298.0
822,7461.0,Cass,7189.0,4.0,IA,272.0
823,10992.0,Cedar,10612.0,4.0,IA,380.0
824,23023.0,Cerro,22108.0,4.0,IA,915.0
825,6346.0,Cherokee,6015.0,5.0,IA,331.0
826,6460.0,Chickasaw,6167.0,5.0,IA,293.0
827,4772.0,Clarke,4575.0,4.0,IA,197.0
828,8856.0,Clay,8533.0,4.0,IA,323.0
829,10299.0,Clayton,9869.0,4.0,IA,430.0
830,24432.0,Clinton,23202.0,5.0,IA,1230.0
831,8754.0,Crawford,8386.0,4.0,IA,368.0
832,43706.0,Dallas,42445.0,3.0,IA,1261.0
833,4179.0,Davis,3992.0,5.0,IA,187.0
834,4431.0,Decatur,4285.0,3.0,IA,146.0
835,10692.0,Delaware,10328.0,3.0,IA,364.0
836,20532.0,Des,19556.0,5.0,IA,976.0
837,10217.0,Dickinson,9817.0,4.0,IA,400.0
838,55757.0,Dubuque,53701.0,4.0,IA,2056.0
839,5667.0,Emmet,5455.0,4.0,IA,212.0
840,10821.0,Fayette,10327.0,5.0,IA,494.0
841,8707.0,Floyd,8376.0,4.0,IA,331.0
842,5962.0,Franklin,5761.0,3.0,IA,201.0
843,4152.0,Fremont,4014.0,3.0,IA,138.0
844,5573.0,Greene,5376.0,4.0,IA,197.0
845,6736.0,Grundy,6479.0,4.0,IA,257.0
846,5625.0,Guthrie,5412.0,4.0,IA,213.0
847,7235.0,Hamilton,6925.0,4.0,IA,310.0
848,6370.0,Hancock,6196.0,3.0,IA,174.0
849,8821.0,Hardin,8470.0,4.0,IA,351.0
850,7544.0,Harrison,7286.0,3.0,IA,258.0
851,9604.0,Henry,9226.0,4.0,IA,378.0
852,5379.0,Howard,5185.0,4.0,IA,194.0
853,5346.0,Humboldt,5167.0,3.0,IA,179.0
854,3963.0,Ida,3839.0,3.0,IA,124.0
855,10390.0,Iowa,10023.0,4.0,IA,367.0
856,11173.0,Jackson,10700.0,4.0,IA,473.0
857,19119.0,Jasper,18371.0,4.0,IA,748.0
858,9157.0,Jefferson,8803.0,4.0,IA,354.0
859,83940.0,Johnson,81687.0,3.0,IA,2253.0
860,10789.0,Jones,10335.0,4.0,IA,454.0
861,5428.0,Keokuk,5195.0,4.0,IA,233.0
862,8839.0,Kossuth,8585.0,3.0,IA,254.0
863,18283.0,Lee,17293.0,5.0,IA,990.0
864,120278.0,Linn,115690.0,4.0,IA,4588.0
865,6029.0,Louisa,5799.0,4.0,IA,230.0
866,4405.0,Lucas,4248.0,4.0,IA,157.0
867,7068.0,Lyon,6925.0,2.0,IA,143.0
868,8241.0,Madison,7916.0,4.0,IA,325.0
869,11844.0,Mahaska,11372.0,4.0,IA,472.0
870,17446.0,Marion,16871.0,3.0,IA,575.0
871,19452.0,Marshall,18459.0,5.0,IA,993.0
872,7430.0,Mills,7125.0,4.0,IA,305.0
873,5599.0,Mitchell,5440.0,3.0,IA,159.0
874,4766.0,Monona,4555.0,4.0,IA,211.0
875,4040.0,Monroe,3860.0,5.0,IA,180.0
876,5174.0,Montgomery,4989.0,4.0,IA,185.0
877,22230.0,Muscatine,21365.0,4.0,IA,865.0
878,8436.0,O'Brien,8196.0,3.0,IA,240.0
879,3547.0,Osceola,3445.0,3.0,IA,102.0
880,6576.0,Page,6302.0,4.0,IA,274.0
881,4868.0,Palo,4717.0,3.0,IA,151.0
882,14801.0,Plymouth,14381.0,3.0,IA,420.0
883,4313.0,Pocahontas,4181.0,3.0,IA,132.0
884,255841.0,Polk,246362.0,4.0,IA,9479.0
885,49037.0,Pottawattamie,47229.0,4.0,IA,1808.0
886,10517.0,Poweshiek,10134.0,4.0,IA,383.0
887,2569.0,Ringgold,2482.0,3.0,IA,87.0
888,5646.0,Sac,5457.0,3.0,IA,189.0
889,87585.0,Scott,83448.0,5.0,IA,4137.0
890,7023.0,Shelby,6821.0,3.0,IA,202.0
891,20773.0,Sioux,20259.0,3.0,IA,514.0
892,57467.0,Story,56021.0,3.0,IA,1446.0
893,9676.0,Tama,9251.0,4.0,IA,425.0
894,3241.0,Taylor,3138.0,3.0,IA,103.0
895,6581.0,Union,6304.0,4.0,IA,277.0
896,3844.0,Van,3687.0,4.0,IA,157.0
897,18026.0,Wapello,17091.0,5.0,IA,935.0
898,26728.0,Warren,25806.0,3.0,IA,922.0
899,12400.0,Washington,12010.0,3.0,IA,390.0
900,2852.0,Wayne,2739.0,4.0,IA,113.0
901,20370.0,Webster,19485.0,4.0,IA,885.0
902,5174.0,Winnebago,4967.0,4.0,IA,207.0
903,12237.0,Winneshiek,11786.0,4.0,IA,451.0
904,56239.0,Woodbury,54102.0,4.0,IA,2137.0
905,4231.0,Worth,4061.0,4.0,IA,170.0
906,6913.0,Wright,6641.0,4.0,IA,272.0
908,6606.0,Allen,6268.0,5.0,KS,338.0
909,4135.0,Anderson,3935.0,5.0,KS,200.0
910,7470.0,Atchison,7012.0,6.0,KS,458.0
911,2662.0,Barber,2549.0,4.0,KS,113.0
912,14591.0,Barton,13976.0,4.0,KS,615.0
913,7119.0,Bourbon,6778.0,5.0,KS,341.0
914,5355.0,Brown,5142.0,4.0,KS,213.0
915,32035.0,Butler,30671.0,4.0,KS,1364.0
916,1252.0,Chase,1207.0,4.0,KS,45.0
917,1551.0,Chautauqua,1463.0,6.0,KS,88.0
918,10414.0,Cherokee,9952.0,4.0,KS,462.0
919,1358.0,Cheyenne,1321.0,3.0,KS,37.0
920,1159.0,Clark,1131.0,2.0,KS,28.0
921,4117.0,Clay,3941.0,4.0,KS,176.0
922,4312.0,Cloud,4148.0,4.0,KS,164.0
923,4741.0,Coffey,4470.0,6.0,KS,271.0
924,992.0,Comanche,959.0,3.0,KS,33.0
925,17042.0,Cowley,16263.0,5.0,KS,779.0
926,18928.0,Crawford,17964.0,5.0,KS,964.0
927,1351.0,Decatur,1301.0,4.0,KS,50.0
928,9520.0,Dickinson,9028.0,5.0,KS,492.0
929,4319.0,Doniphan,4132.0,4.0,KS,187.0
930,64763.0,Douglas,62375.0,4.0,KS,2388.0
931,1749.0,Edwards,1696.0,3.0,KS,53.0
932,1280.0,Elk,1219.0,5.0,KS,61.0
933,17522.0,Ellis,16999.0,3.0,KS,523.0
934,2939.0,Ellsworth,2831.0,4.0,KS,108.0
935,20130.0,Finney,19421.0,4.0,KS,709.0
936,18062.0,Ford,17449.0,3.0,KS,613.0
937,14102.0,Franklin,13457.0,5.0,KS,645.0
938,12111.0,Geary,11361.0,6.0,KS,750.0
939,1487.0,Gove,1450.0,3.0,KS,37.0
940,1272.0,Graham,1222.0,4.0,KS,50.0
941,3902.0,Grant,3762.0,4.0,KS,140.0
942,3601.0,Gray,3518.0,2.0,KS,83.0
943,935.0,Greeley,915.0,2.0,KS,20.0
944,3289.0,Greenwood,3139.0,5.0,KS,150.0
945,1652.0,Hamilton,1620.0,2.0,KS,32.0
946,2855.0,Harper,2744.0,4.0,KS,111.0
947,17208.0,Harvey,16538.0,4.0,KS,670.0
948,2358.0,Haskell,2299.0,3.0,KS,59.0
949,1027.0,Hodgeman,995.0,3.0,KS,32.0
950,7240.0,Jackson,6972.0,4.0,KS,268.0
951,10187.0,Jefferson,9761.0,4.0,KS,426.0
952,1374.0,Jewell,1314.0,4.0,KS,60.0
953,324703.0,Johnson,313723.0,3.0,KS,10980.0
954,2148.0,Kearny,2081.0,3.0,KS,67.0
955,3649.0,Kingman,3491.0,4.0,KS,158.0
956,1448.0,Kiowa,1405.0,3.0,KS,43.0
957,10753.0,Labette,10137.0,6.0,KS,616.0
958,878.0,Lane,849.0,3.0,KS,29.0
959,35272.0,Leavenworth,33686.0,5.0,KS,1586.0
960,1798.0,Lincoln,1736.0,3.0,KS,62.0
961,4328.0,Linn,4051.0,6.0,KS,277.0
962,1756.0,Logan,1713.0,2.0,KS,43.0
963,16637.0,Lyon,15924.0,4.0,KS,713.0
964,17183.0,McPherson,16670.0,3.0,KS,513.0
965,6163.0,Marion,5930.0,4.0,KS,233.0
966,5735.0,Marshall,5568.0,3.0,KS,167.0
967,2419.0,Meade,2347.0,3.0,KS,72.0
968,16757.0,Miami,16032.0,4.0,KS,725.0
969,3775.0,Mitchell,3650.0,3.0,KS,125.0
970,16577.0,Montgomery,15507.0,7.0,KS,1070.0
971,3105.0,Morris,2972.0,4.0,KS,133.0
972,1436.0,Morton,1376.0,4.0,KS,60.0
973,5939.0,Nemaha,5787.0,3.0,KS,152.0
974,6269.0,Neosho,5803.0,7.0,KS,466.0
975,1538.0,Ness,1487.0,3.0,KS,51.0
976,2950.0,Norton,2877.0,3.0,KS,73.0
977,8057.0,Osage,7656.0,5.0,KS,401.0
978,2091.0,Osborne,2018.0,4.0,KS,73.0
979,3230.0,Ottawa,3108.0,4.0,KS,122.0
980,3307.0,Pawnee,3184.0,4.0,KS,123.0
981,2954.0,Phillips,2860.0,3.0,KS,94.0
982,11955.0,Pottawatomie,11519.0,4.0,KS,436.0
983,5290.0,Pratt,5077.0,4.0,KS,213.0
984,1535.0,Rawlins,1500.0,2.0,KS,35.0
985,30842.0,Reno,29515.0,4.0,KS,1327.0
986,2590.0,Republic,2519.0,3.0,KS,71.0
987,5478.0,Rice,5271.0,4.0,KS,207.0
988,35632.0,Riley,34416.0,3.0,KS,1216.0
989,2810.0,Rooks,2681.0,5.0,KS,129.0
990,1795.0,Rush,1732.0,4.0,KS,63.0
991,3733.0,Russell,3594.0,4.0,KS,139.0
992,30872.0,Saline,29712.0,4.0,KS,1160.0
993,2885.0,Scott,2806.0,3.0,KS,79.0
994,246783.0,Sedgwick,235028.0,5.0,KS,11755.0
995,10623.0,Seward,10166.0,4.0,KS,457.0
996,91236.0,Shawnee,87371.0,4.0,KS,3865.0
997,1482.0,Sheridan,1449.0,2.0,KS,33.0
998,3090.0,Sherman,3001.0,3.0,KS,89.0
999,2094.0,Smith,2013.0,4.0,KS,81.0
1000,2182.0,Stafford,2095.0,4.0,KS,87.0
1001,1061.0,Stanton,1029.0,3.0,KS,32.0
1002,3178.0,Stevens,3060.0,4.0,KS,118.0
