,Civilian labour force,County,Employed poulation,Rate of Unemployment,State,Unemployed population
1484,4314.0,Perry,3972.0,8.0,MS,342.0
1485,14697.0,Pike,13623.0,7.0,MS,1074.0
1486,13876.0,Pontotoc,13102.0,6.0,MS,774.0
1487,10992.0,Prentiss,10328.0,6.0,MS,664.0
1488,2687.0,Quitman,2398.0,11.0,MS,289.0
1489,73013.0,Rankin,69983.0,4.0,MS,3030.0
1490,12983.0,Scott,12359.0,5.0,MS,624.0
1491,1727.0,Sharkey,1561.0,10.0,MS,166.0
1492,10897.0,Simpson,10257.0,6.0,MS,640.0
1493,6754.0,Smith,6392.0,5.0,MS,362.0
1494,6410.0,Stone,5935.0,7.0,MS,475.0
1495,8474.0,Sunflower,7585.0,11.0,MS,889.0
1496,5810.0,Tallahatchie,5371.0,8.0,MS,439.0
1497,11996.0,Tate,11149.0,7.0,MS,847.0
1498,9440.0,Tippah,8839.0,6.0,MS,601.0
1499,8012.0,Tishomingo,7503.0,6.0,MS,509.0
1500,4656.0,Tunica,4224.0,9.0,MS,432.0
1501,13213.0,Union,12539.0,5.0,MS,674.0
1502,5150.0,Walthall,4734.0,8.0,MS,416.0
1503,20883.0,Warren,19495.0,7.0,MS,1388.0
1504,18043.0,Washington,16190.0,10.0,MS,1853.0
1505,7620.0,Wayne,7018.0,8.0,MS,602.0
1506,3940.0,Webster,3657.0,7.0,MS,283.0
1507,2882.0,Wilkinson,2577.0,11.0,MS,305.0
1508,7084.0,Winston,6500.0,8.0,MS,584.0
1509,4927.0,Yalobusha,4575.0,7.0,MS,352.0
1510,9206.0,Yazoo,8454.0,8.0,MS,752.0
1512,10446.0,Adair,9858.0,6.0,MO,588.0
1513,9925.0,Andrew,9512.0,4.0,MO,413.0
1514,2834.0,Atchison,2707.0,5.0,MO,127.0
1515,11316.0,Audrain,10792.0,5.0,MO,524.0
1516,14918.0,Barry,14171.0,5.0,MO,747.0
1517,5329.0,Barton,5040.0,5.0,MO,289.0
1518,8154.0,Bates,7658.0,6.0,MO,496.0
1519,7195.0,Benton,6725.0,7.0,MO,470.0
1520,5556.0,Bollinger,5245.0,6.0,MO,311.0
1521,98904.0,Boone,95425.0,4.0,MO,3479.0
1522,46511.0,Buchanan,44374.0,5.0,MO,2137.0
1523,18983.0,Butler,17806.0,6.0,MO,1177.0
1524,4396.0,Caldwell,4196.0,5.0,MO,200.0
1525,21682.0,Callaway,20660.0,5.0,MO,1022.0
1526,18758.0,Camden,17529.0,7.0,MO,1229.0
1527,40881.0,Cape,39118.0,4.0,MO,1763.0
1528,4819.0,Carroll,4528.0,6.0,MO,291.0
1529,2510.0,Carter,2324.0,7.0,MO,186.0
1530,53903.0,Cass,51311.0,5.0,MO,2592.0
1531,5894.0,Cedar,5583.0,5.0,MO,311.0
1532,3853.0,Chariton,3673.0,5.0,MO,180.0
1533,43069.0,Christian,41248.0,4.0,MO,1821.0
1534,3435.0,Clark,3190.0,7.0,MO,245.0
1535,132244.0,Clay,126231.0,5.0,MO,6013.0
1536,10995.0,Clinton,10461.0,5.0,MO,534.0
1537,39394.0,Cole,37818.0,4.0,MO,1576.0
1538,7616.0,Cooper,7176.0,6.0,MO,440.0
1539,10911.0,Crawford,10254.0,6.0,MO,657.0
1540,3571.0,Dade,3390.0,5.0,MO,181.0
1541,6981.0,Dallas,6546.0,6.0,MO,435.0
1542,4088.0,Daviess,3901.0,5.0,MO,187.0
1543,5050.0,DeKalb,4816.0,5.0,MO,234.0
1544,6301.0,Dent,5934.0,6.0,MO,367.0
1545,5040.0,Douglas,4698.0,7.0,MO,342.0
1546,13128.0,Dunklin,12072.0,8.0,MO,1056.0
1547,52540.0,Franklin,49878.0,5.0,MO,2662.0
1548,7685.0,Gasconade,7358.0,4.0,MO,327.0
1549,3616.0,Gentry,3464.0,4.0,MO,152.0
1550,149353.0,Greene,143141.0,4.0,MO,6212.0
1551,4912.0,Grundy,4709.0,4.0,MO,203.0
1552,3988.0,Harrison,3786.0,5.0,MO,202.0
1553,10112.0,Henry,9562.0,5.0,MO,550.0
1554,3723.0,Hickory,3476.0,7.0,MO,247.0
1555,2711.0,Holt,2613.0,4.0,MO,98.0
1556,5047.0,Howard,4800.0,5.0,MO,247.0
1557,16355.0,Howell,15303.0,6.0,MO,1052.0
1558,3853.0,Iron,3547.0,8.0,MO,306.0
1559,363168.0,Jackson,341720.0,6.0,MO,21448.0
1560,58085.0,Jasper,55597.0,4.0,MO,2488.0
1561,117702.0,Jefferson,111976.0,5.0,MO,5726.0
1562,23117.0,Johnson,21873.0,5.0,MO,1244.0
1563,1963.0,Knox,1887.0,4.0,MO,76.0
1564,15940.0,Laclede,14928.0,6.0,MO,1012.0
1565,17186.0,Lafayette,16353.0,5.0,MO,833.0
1566,17888.0,Lawrence,17011.0,5.0,MO,877.0
1567,5214.0,Lewis,4958.0,5.0,MO,256.0
1568,26966.0,Lincoln,25572.0,5.0,MO,1394.0
1569,5244.0,Linn,4876.0,7.0,MO,368.0
1570,7307.0,Livingston,6996.0,4.0,MO,311.0
1571,10415.0,McDonald,9921.0,5.0,MO,494.0
1572,7473.0,Macon,7075.0,5.0,MO,398.0
1573,5521.0,Madison,5196.0,6.0,MO,325.0
1574,3938.0,Maries,3729.0,5.0,MO,209.0
1575,14756.0,Marion,14099.0,5.0,MO,657.0
1576,1888.0,Mercer,1804.0,4.0,MO,84.0
1577,11656.0,Miller,10954.0,6.0,MO,702.0
1578,6285.0,Mississippi,5921.0,6.0,MO,364.0
1579,7402.0,Moniteau,7039.0,5.0,MO,363.0
1580,4211.0,Monroe,3992.0,5.0,MO,219.0
1581,5709.0,Montgomery,5425.0,5.0,MO,284.0
1582,8078.0,Morgan,7534.0,7.0,MO,544.0
1583,8584.0,New,8050.0,6.0,MO,534.0
1584,28449.0,Newton,27149.0,5.0,MO,1300.0
1585,11018.0,Nodaway,10476.0,5.0,MO,542.0
1586,4164.0,Oregon,3900.0,6.0,MO,264.0
1587,7162.0,Osage,6893.0,4.0,MO,269.0
1588,3649.0,Ozark,3358.0,8.0,MO,291.0
1589,7046.0,Pemiscot,6408.0,9.0,MO,638.0
1590,10213.0,Perry,9783.0,4.0,MO,430.0
1591,20933.0,Pettis,19831.0,5.0,MO,1102.0
1592,19574.0,Phelps,18533.0,5.0,MO,1041.0
1593,8112.0,Pike,7741.0,5.0,MO,371.0
1594,55457.0,Platte,53127.0,4.0,MO,2330.0
1595,14263.0,Polk,13510.0,5.0,MO,753.0
1596,14895.0,Pulaski,14025.0,6.0,MO,870.0
1597,2500.0,Putnam,2401.0,4.0,MO,99.0
1598,5673.0,Ralls,5433.0,4.0,MO,240.0
1599,10508.0,Randolph,9878.0,6.0,MO,630.0
1600,11167.0,Ray,10556.0,6.0,MO,611.0
1601,2714.0,Reynolds,2524.0,7.0,MO,190.0
1602,5327.0,Ripley,4903.0,8.0,MO,424.0
1603,217666.0,St.,209291.0,4.0,MO,8375.0
1604,3980.0,St.,3703.0,7.0,MO,277.0
1605,9064.0,Ste.,8580.0,5.0,MO,484.0
1606,26416.0,St.,24808.0,6.0,MO,1608.0
1607,533812.0,St.,509108.0,5.0,MO,24704.0
1608,11057.0,Saline,10523.0,5.0,MO,534.0
1609,1909.0,Schuyler,1798.0,6.0,MO,111.0
1610,2452.0,Scotland,2341.0,5.0,MO,111.0
1611,20057.0,Scott,19007.0,5.0,MO,1050.0
1612,3338.0,Shannon,3066.0,8.0,MO,272.0
1613,3078.0,Shelby,2933.0,5.0,MO,145.0
1614,13238.0,Stoddard,12362.0,7.0,MO,876.0
1615,13373.0,Stone,12318.0,8.0,MO,1055.0
1616,2780.0,Sullivan,2614.0,6.0,MO,166.0
1617,26177.0,Taney,24063.0,8.0,MO,2114.0
1618,9409.0,Texas,8783.0,7.0,MO,626.0
1619,9823.0,Vernon,9324.0,5.0,MO,499.0
1620,17350.0,Warren,16520.0,5.0,MO,830.0
1621,10528.0,Washington,9820.0,7.0,MO,708.0
1622,5720.0,Wayne,5384.0,6.0,MO,336.0
1623,16657.0,Webster,15811.0,5.0,MO,846.0
1624,1219.0,Worth,1179.0,3.0,MO,40.0
1625,7646.0,Wright,7167.0,6.0,MO,479.0
1626,159788.0,St.,150091.0,6.0,MO,9697.0
1628,4973.0,Beaverhead,4802.0,3.0,MT,171.0
1629,5542.0,Big,5171.0,7.0,MT,371.0
1630,2393.0,Blaine,2273.0,5.0,MT,120.0
1631,2481.0,Broadwater,2355.0,5.0,MT,126.0
1632,5417.0,Carbon,5218.0,4.0,MT,199.0
1633,684.0,Carter,662.0,3.0,MT,22.0
1634,38241.0,Cascade,36697.0,4.0,MT,1544.0
1635,2520.0,Chouteau,2438.0,3.0,MT,82.0
1636,6378.0,Custer,6168.0,3.0,MT,210.0
1637,942.0,Daniels,918.0,3.0,MT,24.0
1638,4813.0,Dawson,4662.0,3.0,MT,151.0
1639,5228.0,Deer,5020.0,4.0,MT,208.0
1640,1967.0,Fallon,1921.0,2.0,MT,46.0
1641,5692.0,Fergus,5457.0,4.0,MT,235.0
1642,44753.0,Flathead,42194.0,6.0,MT,2559.0
1643,59360.0,Gallatin,57576.0,3.0,MT,1784.0
1644,761.0,Garfield,740.0,3.0,MT,21.0
1645,5845.0,Glacier,5319.0,9.0,MT,526.0
1646,379.0,Golden,363.0,4.0,MT,16.0
1647,1557.0,Granite,1460.0,6.0,MT,97.0
1648,7783.0,Hill,7458.0,4.0,MT,325.0
1649,5574.0,Jefferson,5347.0,4.0,MT,227.0
1650,992.0,Judith,958.0,3.0,MT,34.0
1651,12677.0,Lake,12044.0,5.0,MT,633.0
1652,34952.0,Lewis,33776.0,3.0,MT,1176.0
1653,984.0,Liberty,958.0,3.0,MT,26.0
1654,7795.0,Lincoln,7009.0,10.0,MT,786.0
1655,1060.0,McCone,1037.0,2.0,MT,23.0
1656,4280.0,Madison,4125.0,4.0,MT,155.0
1657,935.0,Meagher,901.0,4.0,MT,34.0
1658,1725.0,Mineral,1581.0,8.0,MT,144.0
1659,60422.0,Missoula,58051.0,4.0,MT,2371.0
1660,2405.0,Musselshell,2302.0,4.0,MT,103.0
1661,8286.0,Park,7889.0,5.0,MT,397.0
1662,284.0,Petroleum,269.0,5.0,MT,15.0
1663,1974.0,Phillips,1874.0,5.0,MT,100.0
1664,2862.0,Pondera,2734.0,5.0,MT,128.0
1665,1054.0,Powder,1027.0,3.0,MT,27.0
1666,2955.0,Powell,2824.0,4.0,MT,131.0
1667,528.0,Prairie,506.0,4.0,MT,22.0
1668,19190.0,Ravalli,18190.0,5.0,MT,1000.0
1669,6869.0,Richland,6647.0,3.0,MT,222.0
1670,4685.0,Roosevelt,4439.0,5.0,MT,246.0
1671,4169.0,Rosebud,3946.0,5.0,MT,223.0
1672,4696.0,Sanders,4306.0,8.0,MT,390.0
1673,2072.0,Sheridan,2020.0,3.0,MT,52.0
1674,17103.0,Silver,16370.0,4.0,MT,733.0
1675,4922.0,Stillwater,4738.0,4.0,MT,184.0
1676,1786.0,Sweet,1736.0,3.0,MT,50.0
1677,2886.0,Teton,2775.0,4.0,MT,111.0
1678,2295.0,Toole,2217.0,3.0,MT,78.0
1679,357.0,Treasure,339.0,5.0,MT,18.0
1680,4383.0,Valley,4246.0,3.0,MT,137.0
1681,787.0,Wheatland,744.0,6.0,MT,43.0
1682,545.0,Wibaux,527.0,3.0,MT,18.0
1683,80651.0,Yellowstone,77979.0,3.0,MT,2672.0
1685,16611.0,Adams,16091.0,3.0,NE,520.0
1686,3595.0,Antelope,3503.0,3.0,NE,92.0
1687,224.0,Arthur,214.0,5.0,NE,10.0
1688,440.0,Banner,425.0,3.0,NE,15.0
1689,268.0,Blaine,256.0,5.0,NE,12.0
1690,3011.0,Boone,2937.0,3.0,NE,74.0
1691,5660.0,Box,5490.0,3.0,NE,170.0
1692,1089.0,Boyd,1060.0,3.0,NE,29.0
1693,1394.0,Brown,1342.0,4.0,NE,52.0
1694,27134.0,Buffalo,26472.0,2.0,NE,662.0
1695,3609.0,Burt,3478.0,4.0,NE,131.0
1696,4738.0,Butler,4606.0,3.0,NE,132.0
1697,13069.0,Cass,12635.0,3.0,NE,434.0
1698,4642.0,Cedar,4531.0,2.0,NE,111.0
1699,2338.0,Chase,2293.0,2.0,NE,45.0
1700,3450.0,Cherry,3370.0,2.0,NE,80.0
1701,5747.0,Cheyenne,5622.0,2.0,NE,125.0
1702,3374.0,Clay,3275.0,3.0,NE,99.0
1703,5550.0,Colfax,5405.0,3.0,NE,145.0
1704,4839.0,Cuming,4710.0,3.0,NE,129.0
1705,6284.0,Custer,6144.0,2.0,NE,140.0
1706,10994.0,Dakota,10605.0,4.0,NE,389.0
1707,5250.0,Dawes,5114.0,3.0,NE,136.0
1708,13062.0,Dawson,12648.0,3.0,NE,414.0
1709,1074.0,Deuel,1047.0,3.0,NE,27.0
1710,3082.0,Dixon,2980.0,3.0,NE,102.0
1711,19093.0,Dodge,18471.0,3.0,NE,622.0
1712,286727.0,Douglas,277240.0,3.0,NE,9487.0
1713,1197.0,Dundy,1172.0,2.0,NE,25.0
1714,3208.0,Fillmore,3113.0,3.0,NE,95.0
1715,1511.0,Franklin,1475.0,2.0,NE,36.0
1716,1532.0,Frontier,1495.0,2.0,NE,37.0
1717,2728.0,Furnas,2656.0,3.0,NE,72.0
1718,11045.0,Gage,10645.0,4.0,NE,400.0
1719,1196.0,Garden,1167.0,2.0,NE,29.0
1720,1194.0,Garfield,1165.0,2.0,NE,29.0
1721,1075.0,Gosper,1048.0,3.0,NE,27.0
1722,435.0,Grant,425.0,2.0,NE,10.0
1723,1249.0,Greeley,1210.0,3.0,NE,39.0
1724,31591.0,Hall,30346.0,4.0,NE,1245.0
1725,4672.0,Hamilton,4537.0,3.0,NE,135.0
1726,1786.0,Harlan,1748.0,2.0,NE,38.0
1727,616.0,Hayes,602.0,2.0,NE,14.0
1728,1321.0,Hitchcock,1278.0,3.0,NE,43.0
1729,5867.0,Holt,5727.0,2.0,NE,140.0
1730,405.0,Hooker,388.0,4.0,NE,17.0
1731,3309.0,Howard,3188.0,4.0,NE,121.0
1732,4274.0,Jefferson,4158.0,3.0,NE,116.0
1733,2124.0,Johnson,2054.0,3.0,NE,70.0
1734,3792.0,Kearney,3708.0,2.0,NE,84.0
1735,4684.0,Keith,4559.0,3.0,NE,125.0
1736,660.0,Keya,646.0,2.0,NE,14.0
1737,2051.0,Kimball,1978.0,4.0,NE,73.0
1738,4717.0,Knox,4566.0,3.0,NE,151.0
1739,167490.0,Lancaster,163068.0,3.0,NE,4422.0
1740,18535.0,Lincoln,17998.0,3.0,NE,537.0
1741,492.0,Logan,478.0,3.0,NE,14.0
1742,379.0,Loup,365.0,4.0,NE,14.0
1743,461.0,McPherson,452.0,2.0,NE,9.0
1744,19206.0,Madison,18680.0,3.0,NE,526.0
1745,4026.0,Merrick,3876.0,4.0,NE,150.0
1746,2650.0,Morrill,2574.0,3.0,NE,76.0
1747,2065.0,Nance,2014.0,3.0,NE,51.0
1748,3689.0,Nemaha,3554.0,4.0,NE,135.0
1749,2381.0,Nuckolls,2320.0,3.0,NE,61.0
1750,8199.0,Otoe,7928.0,3.0,NE,271.0
1751,1672.0,Pawnee,1629.0,3.0,NE,43.0
1752,1835.0,Perkins,1801.0,2.0,NE,34.0
1753,4992.0,Phelps,4873.0,2.0,NE,119.0
1754,4167.0,Pierce,4061.0,3.0,NE,106.0
1755,17141.0,Platte,16630.0,3.0,NE,511.0
1756,2909.0,Polk,2835.0,3.0,NE,74.0
1757,6102.0,Red,5941.0,3.0,NE,161.0
1758,4300.0,Richardson,4162.0,3.0,NE,138.0
1759,859.0,Rock,836.0,3.0,NE,23.0
1760,7278.0,Saline,7065.0,3.0,NE,213.0
1761,90635.0,Sarpy,88088.0,3.0,NE,2547.0
1762,10926.0,Saunders,10590.0,3.0,NE,336.0
1763,18659.0,Scotts,18028.0,3.0,NE,631.0
1764,8696.0,Seward,8443.0,3.0,NE,253.0
1765,2730.0,Sheridan,2656.0,3.0,NE,74.0
1766,1709.0,Sherman,1659.0,3.0,NE,50.0
1767,788.0,Sioux,768.0,3.0,NE,20.0
1768,3504.0,Stanton,3415.0,3.0,NE,89.0
1769,2967.0,Thayer,2897.0,2.0,NE,70.0
1770,435.0,Thomas,422.0,3.0,NE,13.0
1771,2970.0,Thurston,2812.0,5.0,NE,158.0
1772,2063.0,Valley,2005.0,3.0,NE,58.0
1773,10935.0,Washington,10607.0,3.0,NE,328.0
1774,5539.0,Wayne,5398.0,3.0,NE,141.0
1775,1725.0,Webster,1664.0,4.0,NE,61.0
1776,562.0,Wheeler,549.0,2.0,NE,13.0
1777,7339.0,York,7126.0,3.0,NE,213.0
1779,10616.0,Churchill,9885.0,7.0,NV,731.0
1780,1038703.0,Clark,967633.0,7.0,NV,71070.0
1781,22496.0,Douglas,20982.0,7.0,NV,1514.0
1782,26947.0,Elko,25564.0,5.0,NV,1383.0
1783,530.0,Esmeralda,507.0,4.0,NV,23.0
1784,1003.0,Eureka,944.0,6.0,NV,59.0
1785,8467.0,Humboldt,7974.0,6.0,NV,493.0
1786,3282.0,Lander,3064.0,7.0,NV,218.0
1787,1971.0,Lincoln,1852.0,6.0,NV,119.0
1788,21895.0,Lyon,19857.0,9.0,NV,2038.0
1789,1617.0,Mineral,1451.0,10.0,NV,166.0
1790,16184.0,Nye,14777.0,9.0,NV,1407.0
1791,2511.0,Pershing,2341.0,7.0,NV,170.0
1792,1873.0,Storey,1734.0,7.0,NV,139.0
1793,225943.0,Washoe,211811.0,6.0,NV,14132.0
1794,4823.0,White,4566.0,5.0,NV,257.0
1795,24877.0,Carson,23080.0,7.0,NV,1797.0
1797,31461.0,Belknap,30413.0,3.0,NH,1048.0
1798,23694.0,Carroll,22872.0,4.0,NH,822.0
1799,41366.0,Cheshire,40057.0,3.0,NH,1309.0
1800,14755.0,Coos,14111.0,4.0,NH,644.0
1801,48443.0,Grafton,47113.0,3.0,NH,1330.0
1802,228760.0,Hillsborough,220595.0,4.0,NH,8165.0
1803,80956.0,Merrimack,78464.0,3.0,NH,2492.0
1804,177990.0,Rockingham,171595.0,4.0,NH,6395.0
1805,70939.0,Strafford,68727.0,3.0,NH,2212.0
1806,23577.0,Sullivan,22930.0,3.0,NH,647.0
1808,127902.0,Atlantic,115665.0,10.0,NJ,12237.0
1809,483915.0,Bergen,461124.0,5.0,NJ,22791.0
1810,232623.0,Burlington,220189.0,5.0,NJ,12434.0
1811,255390.0,Camden,238892.0,7.0,NJ,16498.0
1812,48534.0,Cape,43143.0,11.0,NJ,5391.0
1813,68117.0,Cumberland,62100.0,9.0,NJ,6017.0
1814,375066.0,Essex,349110.0,7.0,NJ,25956.0
1815,149930.0,Gloucester,140845.0,6.0,NJ,9085.0
1816,362284.0,Hudson,342752.0,5.0,NJ,19532.0
1817,65534.0,Hunterdon,62747.0,4.0,NJ,2787.0
1818,198447.0,Mercer,188505.0,5.0,NJ,9942.0
1819,440742.0,Middlesex,418062.0,5.0,NJ,22680.0
1820,329935.0,Monmouth,312901.0,5.0,NJ,17034.0
1821,262029.0,Morris,250565.0,4.0,NJ,11464.0
1822,268497.0,Ocean,251911.0,6.0,NJ,16586.0
1823,248816.0,Passaic,231177.0,7.0,NJ,17639.0
1824,31080.0,Salem,28792.0,7.0,NJ,2288.0
1825,174324.0,Somerset,166357.0,5.0,NJ,7967.0
1826,76640.0,Sussex,72454.0,6.0,NJ,4186.0
1827,280235.0,Union,263283.0,6.0,NJ,16952.0
1828,57192.0,Warren,54121.0,5.0,NJ,3071.0
1830,320916.0,Bernalillo,302038.0,6.0,NM,18878.0
1831,1187.0,Catron,1088.0,8.0,NM,99.0
1832,27594.0,Chaves,25858.0,6.0,NM,1736.0
1833,9228.0,Cibola,8491.0,8.0,NM,737.0
1834,6012.0,Colfax,5652.0,6.0,NM,360.0
1835,21806.0,Curry,20743.0,5.0,NM,1063.0
1836,847.0,De,804.0,5.0,NM,43.0
1837,93919.0,Dona,87061.0,7.0,NM,6858.0
1838,29685.0,Eddy,28226.0,5.0,NM,1459.0
1839,12417.0,Grant,11614.0,7.0,NM,803.0
1840,1627.0,Guadalupe,1512.0,7.0,NM,115.0
1841,284.0,Harding,260.0,9.0,NM,24.0
1842,2127.0,Hidalgo,1995.0,6.0,NM,132.0
1843,29783.0,Lea,27941.0,6.0,NM,1842.0
1844,8655.0,Lincoln,8157.0,6.0,NM,498.0
1845,8466.0,Los,8125.0,4.0,NM,341.0
1846,10993.0,Luna,9092.0,17.0,NM,1901.0
1847,24194.0,McKinley,21833.0,10.0,NM,2361.0
1848,2260.0,Mora,2041.0,10.0,NM,219.0
1849,24895.0,Otero,23357.0,6.0,NM,1538.0
1850,3257.0,Quay,3026.0,7.0,NM,231.0
1851,16522.0,Rio,15199.0,8.0,NM,1323.0
1852,8007.0,Roosevelt,7575.0,5.0,NM,432.0
1853,61805.0,Sandoval,57709.0,7.0,NM,4096.0
1854,55383.0,San,51574.0,7.0,NM,3809.0
1855,11041.0,San,10195.0,8.0,NM,846.0
1856,72865.0,Santa,68976.0,5.0,NM,3889.0
1857,4011.0,Sierra,3647.0,9.0,NM,364.0
1858,6510.0,Socorro,6019.0,8.0,NM,491.0
1859,14850.0,Taos,13492.0,9.0,NM,1358.0
1860,5441.0,Torrance,4950.0,9.0,NM,491.0
1861,1884.0,Union,1802.0,4.0,NM,82.0
1862,29529.0,Valencia,27335.0,7.0,NM,2194.0
1864,159383.0,Albany,152461.0,4.0,NY,6922.0
1865,20458.0,Allegany,19129.0,7.0,NY,1329.0
1866,613190.0,Bronx,565512.0,8.0,NY,47678.0
1867,87272.0,Broome,82072.0,6.0,NY,5200.0
1868,35412.0,Cattaraugus,33189.0,6.0,NY,2223.0
1869,37279.0,Cayuga,35291.0,5.0,NY,1988.0
1870,57925.0,Chautauqua,54438.0,6.0,NY,3487.0
1871,37681.0,Chemung,35473.0,6.0,NY,2208.0
1872,23216.0,Chenango,21952.0,5.0,NY,1264.0
1873,36125.0,Clinton,34024.0,6.0,NY,2101.0
1874,31588.0,Columbia,30331.0,4.0,NY,1257.0
1875,23403.0,Cortland,22028.0,6.0,NY,1375.0
1876,19609.0,Delaware,18435.0,6.0,NY,1174.0
1877,144065.0,Dutchess,137603.0,5.0,NY,6462.0
1878,451194.0,Erie,427193.0,5.0,NY,24001.0
1879,17409.0,Essex,16363.0,6.0,NY,1046.0
1880,20083.0,Franklin,18779.0,7.0,NY,1304.0
1881,23580.0,Fulton,22064.0,6.0,NY,1516.0
1882,30270.0,Genesee,28774.0,5.0,NY,1496.0
1883,20836.0,Greene,19665.0,6.0,NY,1171.0
1884,2448.0,Hamilton,2283.0,7.0,NY,165.0
1885,28580.0,Herkimer,26800.0,6.0,NY,1780.0
1886,46788.0,Jefferson,43708.0,7.0,NY,3080.0
1887,1229405.0,Kings,1156891.0,6.0,NY,72514.0
1888,11834.0,Lewis,11016.0,7.0,NY,818.0
1889,31425.0,Livingston,29776.0,5.0,NY,1649.0
1890,33077.0,Madison,31201.0,6.0,NY,1876.0
1891,367520.0,Monroe,348923.0,5.0,NY,18597.0
1892,22397.0,Montgomery,20929.0,7.0,NY,1468.0
1893,701610.0,Nassau,672024.0,4.0,NY,29586.0
1894,920921.0,New,876135.0,5.0,NY,44786.0
1895,101710.0,Niagara,95451.0,6.0,NY,6259.0
1896,102702.0,Oneida,97231.0,5.0,NY,5471.0
1897,223748.0,Onondaga,212733.0,5.0,NY,11015.0
1898,55378.0,Ontario,52768.0,5.0,NY,2610.0
1899,178984.0,Orange,170653.0,5.0,NY,8331.0
1900,17977.0,Orleans,16834.0,6.0,NY,1143.0
1901,54331.0,Oswego,50435.0,7.0,NY,3896.0
1902,28868.0,Otsego,27313.0,5.0,NY,1555.0
1903,50903.0,Putnam,48735.0,4.0,NY,2168.0
1904,1171067.0,Queens,1112332.0,5.0,NY,58735.0
1905,82047.0,Rensselaer,78237.0,5.0,NY,3810.0
1906,222148.0,Richmond,209186.0,6.0,NY,12962.0
1907,153062.0,Rockland,146141.0,5.0,NY,6921.0
1908,44139.0,St.,40922.0,7.0,NY,3217.0
1909,117549.0,Saratoga,112677.0,4.0,NY,4872.0
1910,76183.0,Schenectady,72596.0,5.0,NY,3587.0
1911,14757.0,Schoharie,13901.0,6.0,NY,856.0
1912,8399.0,Schuyler,7845.0,7.0,NY,554.0
1913,15812.0,Seneca,15000.0,5.0,NY,812.0
1914,43956.0,Steuben,41194.0,6.0,NY,2762.0
1915,780621.0,Suffolk,743913.0,5.0,NY,36708.0
1916,33904.0,Sullivan,32077.0,5.0,NY,1827.0
1917,23517.0,Tioga,22216.0,6.0,NY,1301.0
1918,50714.0,Tompkins,48486.0,4.0,NY,2228.0
1919,88848.0,Ulster,84584.0,5.0,NY,4264.0
1920,32441.0,Warren,30647.0,6.0,NY,1794.0
1921,28818.0,Washington,27373.0,5.0,NY,1445.0
1922,44542.0,Wayne,42174.0,5.0,NY,2368.0
1923,481220.0,Westchester,459373.0,5.0,NY,21847.0
1924,18483.0,Wyoming,17443.0,6.0,NY,1040.0
1925,11810.0,Yates,11222.0,5.0,NY,588.0
1926,4768806.0,North,4495190.0,6.0,NC,273616.0
1927,77289.0,Alamance,73147.0,5.0,NC,4142.0
1928,17539.0,Alexander,16675.0,5.0,NC,864.0
1929,4466.0,Alleghany,4192.0,6.0,NC,274.0
1930,10829.0,Anson,10122.0,7.0,NC,707.0
1931,12310.0,Ashe,11569.0,6.0,NC,741.0
1932,7531.0,Avery,7084.0,6.0,NC,447.0
1933,20117.0,Beaufort,18791.0,7.0,NC,1326.0
1934,8603.0,Bertie,7981.0,7.0,NC,622.0
1935,14740.0,Bladen,13567.0,8.0,NC,1173.0
1936,48537.0,Brunswick,44994.0,7.0,NC,3543.0
1937,130400.0,Buncombe,124712.0,4.0,NC,5688.0
1938,39325.0,Burke,37114.0,6.0,NC,2211.0
1939,97608.0,Cabarrus,92552.0,5.0,NC,5056.0
1940,35465.0,Caldwell,33244.0,6.0,NC,2221.0
1941,4612.0,Camden,4348.0,6.0,NC,264.0
1942,31335.0,Carteret,29480.0,6.0,NC,1855.0
1943,9624.0,Caswell,9017.0,6.0,NC,607.0
1944,75149.0,Catawba,71007.0,6.0,NC,4142.0
1945,33383.0,Chatham,31799.0,5.0,NC,1584.0
1946,11121.0,Cherokee,10403.0,7.0,NC,718.0
1947,5640.0,Chowan,5237.0,7.0,NC,403.0
1948,4045.0,Clay,3796.0,6.0,NC,249.0
1949,46086.0,Cleveland,43141.0,6.0,NC,2945.0
1950,22610.0,Columbus,20907.0,8.0,NC,1703.0
1951,41340.0,Craven,38837.0,6.0,NC,2503.0
1952,126260.0,Cumberland,117036.0,7.0,NC,9224.0
1953,12848.0,Currituck,12103.0,6.0,NC,745.0
1954,20299.0,Dare,18785.0,8.0,NC,1514.0
1955,78735.0,Davidson,74355.0,6.0,NC,4380.0
1956,19848.0,Davie,18849.0,5.0,NC,999.0
1957,26488.0,Duplin,24969.0,6.0,NC,1519.0
1958,156610.0,Durham,148757.0,5.0,NC,7853.0
1959,22820.0,Edgecombe,20635.0,10.0,NC,2185.0
1960,179729.0,Forsyth,169830.0,6.0,NC,9899.0
1961,28715.0,Franklin,27014.0,6.0,NC,1701.0
1962,102781.0,Gaston,96604.0,6.0,NC,6177.0
1963,5144.0,Gates,4862.0,6.0,NC,282.0
1964,3187.0,Graham,2805.0,12.0,NC,382.0
1965,28531.0,Granville,27121.0,5.0,NC,1410.0
1966,9480.0,Greene,8955.0,6.0,NC,525.0
1967,256282.0,Guilford,241229.0,6.0,NC,15053.0
1968,20772.0,Halifax,18941.0,9.0,NC,1831.0
1969,50251.0,Harnett,46878.0,7.0,NC,3373.0
