Unnamed: 0_x,State,County,Population_x,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More,Unnamed: 0_y,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment,Zipcode,Population_y,Unemployment Rate,% of Pop with no education,Latitude,Longitude
1350,WI,Iron,5916,4827.8458439999995,4488.996561999999,655.3461357000001,0.0,3125,2623.0,2393.0,230.0,9.0,,,,,,
1351,IL,Iroquois,29718,22157.72004,20193.980209999998,4141.511464,0.0,649,14823.0,13985.0,838.0,6.0,,,,,,
1352,GA,Irwin,9538,7997.709220000001,6617.812164,563.5025422,0.0,478,3134.0,2872.0,262.0,8.0,,,,,,
1353,MI,Isabella,70311,58334.48535,39058.8832,0.042263314,0.0,1293,35245.0,33551.0,1694.0,5.0,,,,,,
1354,MN,Isanti,37816,36262.79519,29140.45425,1131.684917,0.0,1370,20197.0,19331.0,866.0,4.0,,,,,,
1355,WA,Island,78506,69928.70236,54454.47726,0.0,0.0,3018,31767.0,29814.0,1953.0,6.0,,,,,,
1356,VA,Isle of Wight,35270,31889.54657,26234.849,4.534829698999999,0.0,,,,,,,,,,,
1357,MS,Issaquena,1406,1406.000005,1406.000005,351.3067803,1.599694968,1456,419.0,347.0,72.0,17.0,,,,,,
1358,MN,Itasca,45058,39812.80436,34055.83302,6164.744544,458.8246211,1371,22297.0,20856.0,1441.0,7.0,,,,,,
1359,MS,Itawamba,23401,22264.07432,20785.93518,1644.424477,0.0,1457,10210.0,9626.0,584.0,6.0,,,,,,
1360,AR,Izard,13696,12878.88112,11232.68914,810.2492068,0.0,151,4979.0,4650.0,329.0,7.0,,,,,,
1361,TX,Jack,9044,8074.312924,6515.210169,3216.682632,0.0,2688,4076.0,3904.0,172.0,4.0,,,,,,
1362,AL,Jackson,53227,49016.18842,40394.154630000005,3166.633617,0.0,37,23461.0,21900.0,1561.0,7.0,,,,,,
1363,AR,Jackson,17997,14963.12778,12038.1032,852.6000866,0.0,152,6188.0,5723.0,465.0,8.0,,,,,,
1364,CO,Jackson,1394,1392.273697,1386.536453,382.27549489999996,77.93284809,283,834.0,803.0,31.0,4.0,,,,,,
1365,FL,Jackson,49746,44530.601389999996,37972.175,2298.0372780000002,0.0,364,17313.0,16291.0,1022.0,6.0,,,,,,
1366,GA,Jackson,60485,56029.36535,48471.78243,0.609355733,0.0,479,30748.0,29261.0,1487.0,5.0,,,,,,
1367,IA,Jackson,19848,14672.16165,11428.01526,3317.771214,0.0,856,11173.0,10700.0,473.0,4.0,,,,,,
1368,IL,Jackson,60218,49476.86322,34511.27648,3121.7052949999998,0.0,650,28620.0,27029.0,1591.0,6.0,,,,,,
1369,IN,Jackson,42376,34576.14285,22582.098319999997,1501.362863,0.0,750,21786.0,20918.0,868.0,4.0,,,,,,
1370,KS,Jackson,13462,11466.99885,10021.93033,2033.095748,0.0,950,7240.0,6972.0,268.0,4.0,,,,,,
1371,KY,Jackson,13494,13269.84018,12813.69002,25.607146399999998,0.0,1068,4323.0,3949.0,374.0,9.0,,,,,,
1372,LA,Jackson,16274,14868.17505,11972.206320000001,2954.510506,0.0,1159,7267.0,6832.0,435.0,6.0,,,,,,
1373,MI,Jackson,160248,144394.1302,110417.7113,12.52180923,0.0,1294,72913.0,69056.0,3857.0,5.0,,,,,,
1374,MN,Jackson,10266,8793.212723999999,7108.883494,2890.465354,0.0,1372,6288.0,6035.0,253.0,4.0,,,,,,
1375,MO,Jackson,674158,489865.64700000006,212459.7993,0.0,0.0,1559,363168.0,341720.0,21448.0,6.0,,,,,,
1376,MS,Jackson,139668,123020.3347,89244.03168,556.4204963999999,0.0,1458,58978.0,54826.0,4152.0,7.0,,,,,,
1377,NC,Jackson,40271,38036.31617,35264.23416,520.3178488,0.0,1976,18465.0,17340.0,1125.0,6.0,,,,,,
1378,OH,Jackson,33225,26179.86305,20092.823809999998,442.51878789999995,0.0,2121,13047.0,12067.0,980.0,8.0,,,,,,
1379,OK,Jackson,26446,22062.86434,11904.989370000001,1662.297994,0.0,2203,10874.0,10431.0,443.0,4.0,,,,,,
1380,OR,Jackson,203206,151999.9045,74151.03889,4182.524847,126.9191418,2263,98035.0,91391.0,6644.0,7.0,,,,,,
1381,SD,Jackson,3031,3031.000008,3031.000008,2754.56864,1744.2399460000001,2441,1324.0,1267.0,57.0,4.0,,,,,,
1382,TN,Jackson,11638,11316.904859999999,10656.875979999999,0.0,0.0,2517,4457.0,4107.0,350.0,8.0,,,,,,
1383,TX,Jackson,14075,11303.7769,7351.022776000001,2920.7840739999997,0.0,2689,7362.0,7086.0,276.0,4.0,,,,,,
1384,WI,Jackson,20449,20374.2901,18535.18265,3607.583126,7.327559065,3126,10354.0,9861.0,493.0,5.0,,,,,,
1385,WV,Jackson,29211,25763.18256,22774.782040000002,2262.638638,0.0,3061,11882.0,11024.0,858.0,7.0,,,,,,
1386,VA,James City,67009,56163.07649,42233.16772,0.0,0.0,,,,,,,,,,,
1387,GA,Jasper,13900,12305.81647,11125.85089,916.4318922,0.0,480,6441.0,6086.0,355.0,6.0,,,,,,
1388,IA,Jasper,36842,29419.027260000003,20792.41515,4611.256866,0.0,857,19119.0,18371.0,748.0,4.0,,,,,,
1389,IL,Jasper,9698,8871.840481000001,7228.290137999999,973.6601393,0.0,651,4638.0,4349.0,289.0,6.0,,,,,,
1390,IN,Jasper,33478,26948.246310000002,20857.67379,1.488476932,0.0,751,16357.0,15405.0,952.0,6.0,,,,,,
1391,MO,Jasper,117404,89160.85647,58267.789639999995,1911.970628,0.0,1560,58085.0,55597.0,2488.0,4.0,,,,,,
1392,MS,Jasper,17062,16410.65257,15192.96109,2222.411353,0.0,1459,6364.0,5866.0,498.0,8.0,,,,,,
1393,SC,Jasper,24777,22483.91978,18340.63979,2009.309247,0.0,2386,11821.0,11216.0,605.0,5.0,,,,,,
1394,TX,Jasper,35710,32637.185589999997,27944.541080000003,3690.912831,2.174503282,2690,13866.0,12831.0,1035.0,8.0,,,,,,
1395,IN,Jay,21253,19240.61476,16416.785969999997,344.6372887,0.0,752,9946.0,9449.0,497.0,5.0,,,,,,
1396,GA,Jeff Davis,15068,13701.96942,11163.116979999999,1210.0743699999998,0.0,,,,,,,,,,,
1397,TX,Jeff Davis,2342,2122.531937,1551.464544,708.3803679,270.613223,,,,,,,,,,,
1398,LA,Jefferson Davis,31594,24928.56346,17446.77691,627.5927224999999,0.0,,,,,,,,,,,
1399,MS,Jefferson Davis,12487,11496.64682,10812.14552,284.5230765,0.0,,,,,,,,,,,
1400,AL,Jefferson,658466,534253.9947,303599.2953,3816.4098310000004,0.0,38,310883.0,292958.0,17925.0,6.0,,,,,,
1401,AR,Jefferson,77435,61593.63669,36879.51717,2308.888405,0.0,153,28769.0,26744.0,2025.0,7.0,,,,,,
1402,CO,Jefferson,534543,397002.3107,172497.6412,243.0039097,9.836161837999999,284,308750.0,297859.0,10891.0,4.0,,,,,,
1403,FL,Jefferson,14761,13268.46576,11980.62239,2399.8169350000003,0.019397594,365,5375.0,5054.0,321.0,6.0,,,,,,
1404,GA,Jefferson,16930,13251.94133,9756.76124,125.9953525,0.0,482,6367.0,5792.0,575.0,9.0,,,,,,
1405,IA,Jefferson,16843,14331.967859999999,8918.764505,1487.183192,0.0,858,9157.0,8803.0,354.0,4.0,,,,,,
1406,ID,Jefferson,26140,24189.82073,21752.82725,2145.806564,0.0,592,12459.0,12028.0,431.0,4.0,,,,,,
1407,IL,Jefferson,38827,34787.751639999995,27742.212260000004,3695.162097,0.0,652,17168.0,16008.0,1160.0,7.0,,,,,,
1408,IN,Jefferson,32428,27116.691319999998,20408.21035,427.1000138,0.0,753,15326.0,14583.0,743.0,5.0,,,,,,
1409,KS,Jefferson,19126,17203.21013,16139.25389,2889.499773,0.0,951,10187.0,9761.0,426.0,4.0,,,,,,
1410,KY,Jefferson,741096,481554.2942,162876.8865,0.0,0.0,1069,374488.0,356476.0,18012.0,5.0,,,,,,
1411,LA,Jefferson,432552,261480.635,61178.166520000006,0.0,0.0,1160,219824.0,207184.0,12640.0,6.0,,,,,,
1411,LA,Jefferson,432552,261480.635,61178.166520000006,0.0,0.0,1161,13621.0,12776.0,845.0,6.0,,,,,,
1412,MO,Jefferson,218733,193687.9902,137102.0183,448.80170580000004,0.0,1561,117702.0,111976.0,5726.0,5.0,,,,,,
1413,MS,Jefferson,7726,6796.357865999999,5705.469919,772.3884041,0.0,1460,2277.0,1938.0,339.0,15.0,,,,,,
1413,MS,Jefferson,7726,6796.357865999999,5705.469919,772.3884041,0.0,1461,4129.0,3769.0,360.0,9.0,,,,,,
1414,MT,Jefferson,11406,10960.0606,10225.76853,3470.228619,1989.215931,1649,5574.0,5347.0,227.0,4.0,,,,,,
1415,NE,Jefferson,7547,4754.267634000001,3522.958678,1796.1720510000002,0.0,1732,4274.0,4158.0,116.0,3.0,,,,,,
1416,NY,Jefferson,116229,96892.8486,68823.73959,2287.393505,0.0,1886,46788.0,43708.0,3080.0,7.0,,,,,,
1417,OH,Jefferson,69709,57008.08669,39913.14679,2385.270604,0.0,2122,29383.0,27204.0,2179.0,7.0,,,,,,
1418,OK,Jefferson,6472,5283.453982999999,4545.283545,1506.00174,0.0,2204,2680.0,2526.0,154.0,6.0,,,,,,
1419,OR,Jefferson,21720,17720.55966,14938.392590000001,3536.8301899999997,50.29263629,2264,9644.0,8939.0,705.0,7.0,,,,,,
1420,PA,Jefferson,45200,35571.45005,29095.02107,365.527509,0.0,2318,20970.0,19690.0,1280.0,6.0,,,,,,
1421,TN,Jefferson,51407,47322.383460000005,41255.25242,0.0,0.0,2518,23255.0,21769.0,1486.0,6.0,,,,,,
1422,TX,Jefferson,252273,200736.6089,100688.5629,3315.9562149999997,0.0,2692,107873.0,100367.0,7506.0,7.0,,,,,,
1423,WA,Jefferson,29872,26165.813580000002,21170.861090000002,2334.3633839999998,581.9294542,3019,11200.0,10397.0,803.0,7.0,,,,,,
1424,WI,Jefferson,83686,65355.5646,41630.26367,0.0,0.0,3127,45685.0,43752.0,1933.0,4.0,,,,,,
1425,WV,Jefferson,53498,45246.484769999995,39113.67127,0.0,0.0,3062,27688.0,26548.0,1140.0,4.0,,,,,,
1426,GA,Jenkins,8340,7620.50653,5824.611497,704.6151601,0.0,483,3104.0,2846.0,258.0,8.0,,,,,,
1427,IN,Jennings,28525,25901.62234,21618.56863,671.8505226,0.0,754,13167.0,12491.0,676.0,5.0,,,,,,
1428,SD,Jerauld,2071,2071.0000010000003,2071.0000010000003,2071.0000010000003,1681.728461,2442,1123.0,1098.0,25.0,2.0,,,,,,
1429,ID,Jerome,22374,19220.08587,15646.008280000002,2048.589686,0.0,593,11458.0,11079.0,379.0,3.0,,,,,,
1430,IL,Jersey,22985,20394.47256,16077.855930000002,1029.68999,0.0,653,11074.0,10372.0,702.0,6.0,,,,,,
1431,KY,Jessamine,48586,34400.37103,19128.60775,0.0,0.0,1070,25054.0,23999.0,1055.0,4.0,,,,,,
1432,KS,Jewell,3077,2339.47685,2168.468014,835.8951486000001,2.074556071,952,1374.0,1314.0,60.0,4.0,,,,,,
1433,TX,Jim Hogg,5300,2693.28198,715.2153953,111.3203675,62.7550823,,,,,,,,,,,
1434,TX,Jim Wells,40838,33359.68572,21915.38043,1239.05553,0.0,,,,,,,,,,,
1435,IL,Jo Daviess,22678,20368.56131,16436.251780000002,2026.476168,0.0,,,,,,,,,,,
1436,AR,Johnson,25540,23000.15971,19374.2435,1956.6392210000001,33.08128564,154,10399.0,9801.0,598.0,6.0,,,,,,
1437,GA,Johnson,9980,9029.349601,8109.927309999999,2189.200496,0.0,484,3872.0,3601.0,271.0,7.0,,,,,,
1438,IA,Johnson,130882,94291.17553,54402.45126,1927.9435079999998,0.0,859,83940.0,81687.0,2253.0,3.0,,,,,,
1439,IL,Johnson,12582,10886.72221,9970.603451,916.2216874,0.0,655,4133.0,3780.0,353.0,9.0,,,,,,
1440,IN,Johnson,139654,117456.9372,73228.94333,0.0,0.0,755,77588.0,74422.0,3166.0,4.0,,,,,,
1441,KS,Johnson,544179,428710.6393,174309.1018,0.0,0.0,953,324703.0,313723.0,10980.0,3.0,,,,,,
1442,KY,Johnson,23356,21324.49257,18965.63358,878.5264645,0.0,1071,7629.0,6996.0,633.0,8.0,,,,,,
1443,MO,Johnson,52595,46871.49568,31402.76758,2209.380702,0.0,1562,23117.0,21873.0,1244.0,5.0,,,,,,
1444,NE,Johnson,5217,4484.453886,3615.719325,1354.4099449999999,0.0,1733,2124.0,2054.0,70.0,3.0,,,,,,
1445,TN,Johnson,18244,16819.53327,15162.39985,1469.6778880000002,0.0,2519,7296.0,6886.0,410.0,6.0,,,,,,
1446,TX,Johnson,150934,130822.007,99345.16593999999,234.7106931,0.0,2695,74229.0,70974.0,3255.0,4.0,,,,,,
1447,WY,Johnson,8569,6496.103794,4372.207461,1485.869778,938.4345794,3182,4212.0,4005.0,207.0,5.0,,,,,,
1448,NC,Johnston,168878,148944.5646,125483.9384,0.0,0.0,1977,88159.0,83549.0,4610.0,5.0,,,,,,
1449,OK,Johnston,10957,9661.72275,8167.864570999999,3501.124096,0.0,2205,3971.0,3712.0,259.0,7.0,,,,,,
1450,GA,Jones,28669,26768.70724,22389.8327,318.9612889,0.0,485,13477.0,12734.0,743.0,6.0,,,,,,
1451,IA,Jones,20638,15279.02955,11198.19226,2399.684045,0.0,860,10789.0,10335.0,454.0,4.0,,,,,,
1452,MS,Jones,67761,61357.00155,49146.28378,1365.214007,0.0,1462,26552.0,24960.0,1592.0,6.0,,,,,,
1453,NC,Jones,10153,9305.852022,8902.627237,0.0,0.0,1978,4548.0,4286.0,262.0,6.0,,,,,,
1454,SD,Jones,1006,1005.999998,1005.999998,1005.999998,987.5281204,2443,583.0,566.0,17.0,3.0,,,,,,
1455,TX,Jones,20202,17786.08742,15119.05756,2366.282917,0.0,2696,5663.0,5353.0,310.0,6.0,,,,,,
1456,OR,Josephine,82713,66152.064,48181.361619999996,1609.301846,0.0,2265,33271.0,30702.0,2569.0,8.0,,,,,,
1457,UT,Juab,10246,9464.024776,7528.858369,1916.282512,258.1161645,2836,4949.0,4753.0,196.0,4.0,,,,,,
1458,MT,Judith Basin,2072,2043.633062,1649.957673,1276.1104599999999,187.54649009999997,,,,,,,,,,,
1459,AK,Juneau,31275,23354.57548,17601.92789,163.6827628,29.06071389,80,17118.0,16309.0,809.0,5.0,,,,,,
1460,WI,Juneau,26664,24262.658669999997,20694.067430000003,3364.575236,0.0,3128,13521.0,12827.0,694.0,5.0,,,,,,
1461,PA,Juniata,24636,24368.48722,23692.07651,1326.619251,0.0,2319,11990.0,11396.0,594.0,5.0,,,,,,
1462,MI,Kalamazoo,250331,198386.6759,118788.0689,75.19991696,0.0,1295,128930.0,123323.0,5607.0,4.0,,,,,,
1463,HI,Kalawao,90,90.00000072,90.00000072,0.0,0.0,,,,,,,,,,,
1464,MI,Kalkaska,17153,15743.70908,13819.107259999999,890.3161825999999,0.0,1296,7612.0,7028.0,584.0,8.0,,,,,,
1465,MN,Kanabec,16239,14274.388340000001,12846.240909999999,463.8655888,0.0,1373,8834.0,8254.0,580.0,7.0,,,,,,
1466,WV,Kanawha,193063,150965.3613,101814.8936,1.058222875,0.0,3063,86005.0,80842.0,5163.0,6.0,,,,,,
1467,MN,Kandiyohi,42239,36590.8331,28808.908410000004,2962.078817,0.0,1374,24062.0,23166.0,896.0,4.0,,,,,,
1468,IL,Kane,515269,372241.0411,169150.7298,0.0,0.0,656,267465.0,252049.0,15416.0,6.0,,,,,,
1469,UT,Kane,7125,6208.341282,4687.2126530000005,2275.6061219999997,777.1941375,2837,3634.0,3473.0,161.0,4.0,,,,,,
1470,IL,Kankakee,113449,86848.69648,49052.01839,2462.537451,0.0,657,55189.0,51470.0,3719.0,7.0,,,,,,
1471,TX,Karnes,14824,11881.03522,8882.194532,1519.754995,0.0,2697,6421.0,6150.0,271.0,4.0,,,,,,
1472,HI,Kauai,67091,54834.83082999999,40350.61642,192.3225734,170.0000025,564,35153.0,33738.0,1415.0,4.0,,,,,,
1473,TX,Kaufman,103350,97107.11071000001,82669.30705,668.0401102999999,0.0,2698,55017.0,52780.0,2237.0,4.0,,,,,,
1474,OK,Kay,46562,37436.42357,20606.53832,727.8948956,0.0,2206,19196.0,18103.0,1093.0,6.0,,,,,,
1475,NE,Kearney,6489,4554.031857,3547.7714960000003,735.4193424,0.0,1734,3792.0,3708.0,84.0,2.0,,,,,,
1476,KS,Kearny,3977,2859.091553,1635.897506,350.2137269,24.14154487,954,2148.0,2081.0,67.0,3.0,,,,,,
1477,NE,Keith,8368,6131.216241,4120.844151,1756.803376,23.71000988,1735,4684.0,4559.0,125.0,3.0,,,,,,
1478,MS,Kemper,10456,10044.4542,9106.476553,3848.3591450000004,0.0,1463,3577.0,3207.0,370.0,10.0,,,,,,
1479,AK,Kenai Peninsula,55400,51903.67185,46550.93703,8501.596706999999,1453.069161,,,,,,,,,,,
1480,IL,Kendall,114736,100301.1366,69519.06109,62.46855251,0.0,658,66278.0,62846.0,3432.0,5.0,,,,,,
1481,TX,Kendall,33410,28483.225660000004,23383.42265,1607.259149,0.0,2699,19145.0,18518.0,627.0,3.0,,,,,,
1482,TX,Kenedy,416,415.9999972,415.9999972,405.120072,103.0203467,2700,282.0,273.0,9.0,3.0,,,,,,
1483,ME,Kennebec,122151,106770.6655,81626.19479,2197.7285829999996,0.0,1205,61626.0,59013.0,2613.0,4.0,,,,,,
1484,WI,Kenosha,166426,129560.6667,73866.60086,0.0,0.0,3129,87548.0,83085.0,4463.0,5.0,,,,,,
1485,DE,Kent,162310,138241.8711,95237.50207999999,0.0,0.0,328,76595.0,72470.0,4125.0,5.0,,,,,,
1486,MD,Kent,20197,15603.25849,12545.812090000001,18.82849129,0.0,1230,10608.0,10043.0,565.0,5.0,,,,,,
1487,MI,Kent,602622,442113.0614,236483.87699999998,0.0,0.0,1297,341904.0,329042.0,12862.0,4.0,,,,,,
1488,RI,Kent,166158,126754.7937,69229.31219,0.0,0.0,2355,91018.0,85996.0,5022.0,6.0,,,,,,
1489,TX,Kent,808,808.0000031000001,808.0000031000001,785.3376931,618.0388882999999,2701,497.0,484.0,13.0,3.0,,,,,,
1490,KY,Kenton,159720,118588.8104,68635.10272000001,0.0,0.0,1072,82447.0,78780.0,3667.0,4.0,,,,,,
1491,IA,Keokuk,10511,8963.00187,8406.507994,2671.3683,0.0,861,5428.0,5195.0,233.0,4.0,,,,,,
1492,CA,Kern,839631,541040.8292,247921.0099,14108.13663,159.35720619999998,209,390873.0,350944.0,39929.0,10.0,,,,,,
1493,TX,Kerr,49625,43888.973710000006,36064.86098,2094.407812,239.04084890000001,2702,21163.0,20386.0,777.0,4.0,,,,,,
1494,SC,Kershaw,61697,57992.07177,49282.98556,3395.9746219999997,0.0,2387,28945.0,27217.0,1728.0,6.0,,,,,,
1495,AK,Ketchikan Gateway,13477,7669.751249,5033.971695,38.49704483,23.62027995,,,,,,,,,,,
1496,WI,Kewaunee,20574,17217.94891,13156.03573,0.0,0.0,3130,10901.0,10455.0,446.0,4.0,,,,,,
1497,MI,Keweenaw,2156,2156.000008,2156.000008,587.9569763999999,302.972467,1298,938.0,851.0,87.0,9.0,,,,,,
1498,NE,Keya Paha,824,824.0000026,824.0000026,823.0450366,328.2670483,,,,,,,,,,,
1499,ND,Kidder,2435,2435.000009,2435.000009,2427.4200600000004,2303.817587,2049,1343.0,1294.0,49.0,4.0,,,,,,
1500,NE,Kimball,3821,2271.716677,1273.695247,287.0820393,0.820496385,1737,2051.0,1978.0,73.0,4.0,,,,,,
1501,TX,Kimble,4607,2733.715559,2125.6927739999996,1103.83475,36.10766003,2703,1998.0,1926.0,72.0,4.0,,,,,,
1502,VA,King George,23584,21855.24621,19195.3919,0.0,0.0,,,,,,,,,,,
1503,VA,King William,15935,15134.26114,13150.7877,673.8099678,0.0,,,,,,,,,,,
1504,VA,King and Queen,6945,6938.303824,6920.867518000001,731.7885368,0.0,,,,,,,,,,,
1505,TX,King,286,285.9999989,285.9999989,285.9999989,223.29305150000002,2704,200.0,193.0,7.0,4.0,,,,,,
1506,WA,King,1931249,1145025.555,415424.1803,741.5684848999999,399.0663055,3020,1178040.0,1127580.0,50460.0,4.0,,,,,,
1507,OK,Kingfisher,15034,12824.88871,8907.223624,2009.1911949999999,0.0,2207,8276.0,8016.0,260.0,3.0,,,,,,
1508,KS,Kingman,7858,6873.852361,5248.059794,2414.732956,0.0,955,3649.0,3491.0,158.0,4.0,,,,,,
1509,CA,Kings,152982,109169.3475,63433.52914,171.25860649999998,0.0,210,57873.0,51797.0,6076.0,11.0,,,,,,
1510,NY,Kings,2504700,35498.02232,413.63878230000006,0.0,0.0,1887,1229405.0,1156891.0,72514.0,6.0,,,,,,
1511,SD,Kingsbury,5148,4188.6378,4040.380414,2689.471728,69.38099889,2444,2748.0,2667.0,81.0,3.0,,,,,,
1512,TX,Kinney,3598,2241.899781,1673.985892,149.327627,10.49309596,2705,1184.0,1109.0,75.0,6.0,,,,,,
1513,CO,Kiowa,1398,1398.000005,1398.000005,1398.000005,1348.834443,285,791.0,770.0,21.0,3.0,,,,,,
1514,KS,Kiowa,2553,2552.9999980000002,2552.9999980000002,2544.175266,2161.473622,956,1448.0,1405.0,43.0,3.0,,,,,,
1515,OK,Kiowa,9446,7269.358864,5770.45904,3508.306725,53.73175339,2208,4163.0,3969.0,194.0,5.0,,,,,,
1516,CO,Kit Carson,8270,5287.207847,3478.857746,2154.888463,250.53882990000002,,,,,,,,,,,
1517,WA,Kitsap,251133,201647.7564,139608.6766,7.917079072000001,0.0,3021,115357.0,108912.0,6445.0,6.0,,,,,,
1518,WA,Kittitas,40915,34637.66216,25612.701269999998,2180.408691,18.44691799,3022,20847.0,19544.0,1303.0,6.0,,,,,,
1519,MN,Kittson,4552,3261.262891,2789.6504210000003,1192.493022,62.59862879999999,1375,2473.0,2359.0,114.0,5.0,,,,,,
1520,OR,Klamath,66380,54232.835810000004,37347.38741,9662.974390000001,5602.1436,2266,28661.0,26427.0,2234.0,8.0,,,,,,
1521,TX,Kleberg,32061,26991.086560000003,14282.16459,1575.067527,0.0,2706,14385.0,13537.0,848.0,6.0,,,,,,
1522,WA,Klickitat,20318,15966.10096,13166.32168,3311.655094,482.89534739999993,3023,9458.0,8775.0,683.0,7.0,,,,,,
1523,KY,Knott,16346,16028.1556,15251.09795,49.16382926,0.0,1073,4818.0,4337.0,481.0,10.0,,,,,,
1524,IL,Knox,52919,37130.72943,19204.3717,2144.317198,0.0,659,23199.0,21787.0,1412.0,6.0,,,,,,
1525,IN,Knox,38440,30123.1344,18842.78272,380.2593448,0.0,756,19027.0,18154.0,873.0,5.0,,,,,,
1526,KY,Knox,31883,26607.85181,21394.33501,503.1894581,0.0,1074,9772.0,8975.0,797.0,8.0,,,,,,
1527,ME,Knox,39736,31914.890639999998,27007.390689999997,1271.731012,0.0,1206,20475.0,19635.0,840.0,4.0,,,,,,
1528,MO,Knox,4131,3297.867841,2935.035243,797.6405445,0.0,1563,1963.0,1887.0,76.0,4.0,,,,,,
1529,NE,Knox,8701,7970.932405,7528.07666,6535.619065,1142.646901,1738,4717.0,4566.0,151.0,3.0,,,,,,
1530,OH,Knox,60921,52915.78401,40547.65611,583.0752007,0.0,2123,31227.0,29779.0,1448.0,5.0,,,,,,
1531,TN,Knox,432226,371158.8786,225681.133,0.0,0.0,2520,228031.0,217386.0,10645.0,5.0,,,,,,
1532,TX,Knox,3719,1997.3457210000001,1186.230268,469.80246370000003,75.16298191,2707,1680.0,1617.0,63.0,4.0,,,,,,
1533,AK,Kodiak Island,13592,8725.901843000001,2979.839318,948.5835992999998,598.2673036,,,,,,,,,,,
1534,MN,Koochiching,13311,11127.36794,8888.405676,3384.2721810000003,843.6241744999999,1376,6253.0,5747.0,506.0,8.0,,,,,,
1535,ID,Kootenai,138494,112470.6652,74906.95169,2770.163528,0.0,594,71550.0,67880.0,3670.0,5.0,,,,,,
1536,IN,Kosciusko,77358,67361.18544,57190.2094,1836.458827,0.0,757,40662.0,39008.0,1654.0,4.0,,,,,,
1537,IA,Kossuth,15543,14615.568930000001,10930.30384,5801.806963,31.88353089,862,8839.0,8585.0,254.0,3.0,,,,,,
1538,WI,La Crosse,114638,84773.43979,46806.64514,512.0054326000001,0.0,,,,,,,,,,,
1539,AZ,La Paz,20489,18748.59244,16145.64057,8342.781839,4612.444820000001,,,,,,,,,,,
1540,CO,La Plata,51334,42443.993669999996,32827.80917,4207.445382,51.84813645,,,,,,,,,,,
1541,IL,La Salle,113924,85944.55093,57114.371329999994,3851.256286,0.0,,,,,,,,,,,
1542,LA,La Salle,14890,13664.08765,10452.09127,763.1890076000001,0.0,,,,,,,,,,,
1543,TX,La Salle,6886,6202.063821,4042.3183,2001.9767140000001,1850.928077,,,,,,,,,,,
1544,IN,LaGrange,37128,34440.0048,32063.5095,463.0461812,0.0,758,18900.0,18209.0,691.0,4.0,,,,,,
1545,ND,LaMoure,4139,4138.999993,4138.999993,4138.705747,2806.993534,2050,2272.0,2216.0,56.0,3.0,,,,,,
1546,IN,LaPorte,111467,89647.22976,65422.31198,1916.552235,0.0,760,48522.0,45477.0,3045.0,6.0,,,,,,
1547,KS,Labette,21607,17297.53504,11017.92973,2053.0311739999997,0.0,957,10753.0,10137.0,616.0,6.0,,,,,,
1548,MN,Lac qui Parle,7259,5267.428519,4067.354511,962.5416832000001,0.0,,,,,,,,,,,
1549,PA,Lackawanna,214437,147504.219,64934.6174,0.0,0.0,2320,106408.0,100205.0,6203.0,6.0,,,,,,
1550,MO,Laclede,35571,30151.955189999997,25738.46538,3068.160718,79.46457662,1564,15940.0,14928.0,1012.0,6.0,,,,,,
1551,AR,Lafayette,7645,6413.434924,5262.991631,1613.6964679999999,0.0,155,2617.0,2418.0,199.0,8.0,,,,,,
1552,FL,Lafayette,8870,7918.803814,7390.7356819999995,697.4156034,0.0,366,3204.0,3057.0,147.0,5.0,,,,,,
1553,LA,Lafayette,221578,169137.3323,90272.92441,0.0,0.0,1162,120282.0,113456.0,6826.0,6.0,,,,,,
1554,MO,Lafayette,33381,27030.50713,20978.99456,1201.467935,0.0,1565,17186.0,16353.0,833.0,5.0,,,,,,
1555,MS,Lafayette,47351,44525.31468,37212.69154,3699.291352,0.0,1464,24447.0,23112.0,1335.0,6.0,,,,,,
1556,WI,Lafayette,16836,15518.383919999998,13971.7699,2590.373284,0.0,3132,9755.0,9397.0,358.0,4.0,,,,,,
1557,LA,Lafourche,96318,80793.5958,57272.46423,25.66695712,0.0,1163,46710.0,44181.0,2529.0,5.0,,,,,,
1558,AK,Lake and Peninsula,1631,1630.999993,1630.999993,1630.999993,1630.698612,,,,,,,,,,,
1559,MN,Lake of the Woods,4045,3251.581103,3009.660594,1665.974721,125.05792439999999,,,,,,,,,,,
1560,CA,Lake,64665,52842.19652,39565.6263,94.77641373,43.89263785,211,29060.0,26852.0,2208.0,8.0,,,,,,
1561,CO,Lake,7310,7194.507968000001,7025.915615000001,116.1620342,0.0,287,4566.0,4389.0,177.0,4.0,,,,,,
1562,FL,Lake,297052,259849.1333,201320.0723,951.7513771,0.0,367,140801.0,133031.0,7770.0,6.0,,,,,,
1563,IL,Lake,703462,558512.6479,296310.4577,0.0,0.0,660,367049.0,347276.0,19773.0,5.0,,,,,,
1564,IN,Lake,496005,361703.1095,173823.8413,0.0,0.0,759,229689.0,214013.0,15676.0,7.0,,,,,,
1565,MI,Lake,11539,10634.63065,9938.113558,1848.3050850000002,0.0,1299,3672.0,3357.0,315.0,9.0,,,,,,
1566,MN,Lake,10866,8291.125925,5721.933751,820.1445846,140.93426530000002,1378,5610.0,5342.0,268.0,5.0,,,,,,
