Zipcode,Type,State,County,Population,Unemployment Rate,Rate of people with no education
10001,STANDARD,NY,New York County,23537.0,5.247057823851808,1.3680588010366657
10002,STANDARD,NY,New York County,80736.0,4.352457391993658,4.859046769718589
10003,STANDARD,NY,New York County,57112.0,3.8906009244992297,0.5200308166409862
10004,STANDARD,NY,New York County,3221.0,4.284383731760323,0.3104625892579944
10005,STANDARD,NY,New York County,8131.0,2.939367851432788,0.012298610257040954
10006,STANDARD,NY,New York County,3110.0,2.1543408360128615,0.45016077170418006
10007,STANDARD,NY,New York County,6876.0,0.9016870273414777,0.36358347876672487
10009,STANDARD,NY,New York County,60865.0,3.338536104493551,1.7990635011911609
10010,STANDARD,NY,New York County,31447.0,3.8064044264953734,0.7472890895792922
10011,STANDARD,NY,New York County,52349.0,3.3983457181608054,0.7736537469674684
10012,STANDARD,NY,New York County,24163.0,3.6046848487356704,0.7449406116790134
10013,STANDARD,NY,New York County,27415.0,2.5387561553893856,2.710195148641255
10014,STANDARD,NY,New York County,30727.0,3.8858333062127772,0.035799134311843006
10016,STANDARD,NY,New York County,50641.0,3.4477992140755513,0.48379771331529786
10017,STANDARD,NY,New York County,16472.0,2.525497814473045,0.40067994171928123
10018,STANDARD,NY,New York County,9168.0,3.3158813263525304,1.4943280977312392
10019,STANDARD,NY,New York County,38830.0,3.9067731135719805,1.1048158640226629
10020,STANDARD,NY,New York County,0.0,,
10021,STANDARD,NY,New York County,43573.0,1.803869368645721,0.29834989557753655
10022,STANDARD,NY,New York County,30607.0,2.9274349005129547,0.3169209657921391
10023,STANDARD,NY,New York County,60586.0,2.9445746542105438,0.5397286501832106
10024,STANDARD,NY,New York County,58391.0,2.3205631004778136,0.6867496703259064
10025,STANDARD,NY,New York County,96068.0,4.522837989757256,1.0898530207769497
10026,STANDARD,NY,New York County,38310.0,4.3565648655703475,1.5583398590446358
10027,STANDARD,NY,New York County,64413.0,2.901588188719668,1.6130284259388632
10028,STANDARD,NY,New York County,46883.0,2.7174028965723185,0.3007486722266067
10029,STANDARD,NY,New York County,79251.0,5.703398064377737,2.678830551034056
10030,STANDARD,NY,New York County,29209.0,8.980108870553597,2.413639631620391
10031,STANDARD,NY,New York County,59244.0,6.174464924718115,2.020457767875228
10032,STANDARD,NY,New York County,62685.0,6.944245034697296,2.823642019621919
10033,STANDARD,NY,New York County,59844.0,7.903883430251988,2.53492413608716
10034,STANDARD,NY,New York County,43405.0,8.734016818338901,2.354567446146757
10035,STANDARD,NY,New York County,33920.0,4.495872641509434,2.293632075471698
10036,STANDARD,NY,New York County,25799.0,4.930423659831776,0.45738206907244466
10037,STANDARD,NY,New York County,18777.0,5.884859136177238,1.757469244288225
10038,STANDARD,NY,New York County,21464.0,3.5408125232948193,4.099888184867686
10039,STANDARD,NY,New York County,26697.0,9.982395025658313,1.3971607296700004
10040,STANDARD,NY,New York County,44378.0,6.356753346252647,2.568840416422552
10044,STANDARD,NY,New York County,11783.0,2.809131800050921,1.1117711957905456
10065,STANDARD,NY,New York County,30237.0,2.3415021331481296,0.0
10069,STANDARD,NY,New York County,5526.0,2.515381831342743,0.6876583423814694
10075,STANDARD,NY,New York County,25756.0,2.6207485634415284,0.20189470414660662
10103,STANDARD,NY,New York County,0.0,,
10110,STANDARD,NY,New York County,0.0,,
10111,STANDARD,NY,New York County,0.0,,
10112,STANDARD,NY,New York County,0.0,,
10115,STANDARD,NY,New York County,0.0,,
10119,STANDARD,NY,New York County,0.0,,
10128,STANDARD,NY,New York County,61927.0,2.766160156313078,0.24706509277052013
10152,STANDARD,NY,New York County,0.0,,
10153,STANDARD,NY,New York County,0.0,,
10154,STANDARD,NY,New York County,0.0,,
10162,STANDARD,NY,New York County,1289.0,3.1807602792862686,0.0
10165,STANDARD,NY,New York County,0.0,,
10167,STANDARD,NY,New York County,0.0,,
10168,STANDARD,NY,New York County,0.0,,
10169,STANDARD,NY,New York County,0.0,,
10170,STANDARD,NY,New York County,0.0,,
10171,STANDARD,NY,New York County,0.0,,
10172,STANDARD,NY,New York County,0.0,,
10173,STANDARD,NY,New York County,0.0,,
10174,STANDARD,NY,New York County,0.0,,
10177,STANDARD,NY,New York County,0.0,,
10199,STANDARD,NY,New York County,0.0,,
10271,STANDARD,NY,New York County,0.0,,
10278,STANDARD,NY,New York County,0.0,,
10279,STANDARD,NY,New York County,0.0,,
10280,STANDARD,NY,New York County,9552.0,3.2768006700167502,0.3036013400335008
10282,STANDARD,NY,New York County,5730.0,0.2792321116928447,0.4886561954624782
10301,STANDARD,NY,Richmond County,39209.0,3.8307531434109516,0.8365426305185034
10302,STANDARD,NY,Richmond County,18286.0,3.0132341682161217,0.689051733566663
10303,STANDARD,NY,Richmond County,23933.0,3.250741653783479,0.8649145531274809
10304,STANDARD,NY,Richmond County,42244.0,3.2430641037780514,1.4321560458289935
10305,STANDARD,NY,Richmond County,41795.0,3.3879650675918174,1.3494437133628425
10306,STANDARD,NY,Richmond County,54939.0,2.98694916179763,0.7517428420611951
10307,STANDARD,NY,Richmond County,15098.0,3.404424427076434,0.6623393826996953
10308,STANDARD,NY,Richmond County,29766.0,4.28005106497346,0.4804138950480414
10309,STANDARD,NY,Richmond County,33185.0,2.401687509416905,0.7352719602229923
10310,STANDARD,NY,Richmond County,24394.0,4.841354431417562,0.7870787898663606
10311,STANDARD,NY,Richmond County,0.0,,
10312,STANDARD,NY,Richmond County,62032.0,3.1999613102914624,0.7044751096208408
10314,STANDARD,NY,Richmond County,87600.0,2.713470319634703,0.682648401826484
10451,STANDARD,NY,Bronx County,48188.0,6.175811405329128,2.149912841371296
10452,STANDARD,NY,Bronx County,75559.0,6.205746502732963,2.206222951600736
10453,STANDARD,NY,Bronx County,80081.0,6.273647931469387,2.1253480850638726
10454,STANDARD,NY,Bronx County,39012.0,5.652107043986466,3.186199118220035
10455,STANDARD,NY,Bronx County,41609.0,5.6838664711961355,2.4561993799418396
10456,STANDARD,NY,Bronx County,91868.0,6.644315757391039,3.4756389602473114
10457,STANDARD,NY,Bronx County,73763.0,6.811002806284994,2.3331480552580564
10458,STANDARD,NY,Bronx County,79974.0,7.368644809563108,2.462050166304049
10459,STANDARD,NY,Bronx County,47778.0,4.08346937921219,5.106952990916321
10460,STANDARD,NY,Bronx County,59512.0,10.525608280682887,2.1793923914504636
10461,STANDARD,NY,Bronx County,51820.0,5.6464685449633345,1.617136240833655
10462,STANDARD,NY,Bronx County,78504.0,7.190716396616733,2.346377254662183
10463,STANDARD,NY,Bronx County,71981.0,5.158305663994665,2.265875717203151
10464,STANDARD,NY,Bronx County,4723.0,3.5782341731950034,0.6775354647469829
10465,STANDARD,NY,Bronx County,45839.0,4.387093959292305,1.7168786404589977
10466,STANDARD,NY,Bronx County,71138.0,5.866063144873345,0.690207765188788
10467,STANDARD,NY,Bronx County,101134.0,7.66310044099907,1.98449581743034
10468,STANDARD,NY,Bronx County,73637.0,7.534255876801065,2.834173038010783
10469,STANDARD,NY,Bronx County,72732.0,7.601880877742946,1.7516361436506627
10470,STANDARD,NY,Bronx County,14868.0,6.1541565778853915,1.8630616088243206
10471,STANDARD,NY,Bronx County,21727.0,4.920145441156165,0.5246927785704423
10472,STANDARD,NY,Bronx County,68654.0,5.770967460016896,3.2073877705596177
10473,STANDARD,NY,Bronx County,59352.0,5.329222267151907,2.0016174686615447
10474,STANDARD,NY,Bronx County,12686.0,5.0291660097745545,3.271322717956803
10475,STANDARD,NY,Bronx County,43913.0,5.6202035843599845,1.7830710723475964
10501,STANDARD,NY,Westchester County,1226.0,3.5073409461663947,0.0
10502,STANDARD,NY,Westchester County,5519.0,2.8447182460590685,0.48921906142417104
10503,PO BOX,NY,Westchester County,168.0,9.523809523809524,0.0
10504,STANDARD,NY,Westchester County,7910.0,2.768647281921618,0.1264222503160556
10505,STANDARD,NY,Westchester County,868.0,0.9216589861751152,0.0
10506,STANDARD,NY,Westchester County,5453.0,2.3289932147441776,0.36677058499908305
10507,STANDARD,NY,Westchester County,7004.0,4.397487150199885,0.6567675613934895
10509,STANDARD,NY,Putnam County,19218.0,4.251222811947133,0.8221459048808408
10510,STANDARD,NY,Westchester County,10428.0,1.9658611430763329,0.20138089758342922
10511,STANDARD,NY,Westchester County,2236.0,3.7567084078711988,1.073345259391771
10512,STANDARD,NY,Putnam County,24845.0,3.0911652243912258,1.251760917689676
10514,STANDARD,NY,Westchester County,12741.0,1.1851503021740837,0.0
10516,STANDARD,NY,Putnam County,5474.0,1.6441359152356594,0.018268176835951774
10517,PO BOX,NY,Westchester County,608.0,10.361842105263158,0.9868421052631579
10518,STANDARD,NY,Westchester County,1502.0,9.52063914780293,0.0
10519,PO BOX,NY,Westchester County,207.0,0.0,0.0
10520,STANDARD,NY,Westchester County,12996.0,3.5472453062480764,0.7540781779008926
10522,STANDARD,NY,Westchester County,11055.0,3.545906829488919,0.1718679330619629
10523,STANDARD,NY,Westchester County,8752.0,4.273308957952468,0.37705667276051186
10524,STANDARD,NY,Putnam County,4252.0,4.092191909689558,0.940733772342427
10526,STANDARD,NY,Westchester County,1662.0,2.2262334536702766,0.8423586040914561
10527,STANDARD,NY,Westchester County,877.0,4.561003420752566,0.34207525655644244
10528,STANDARD,NY,Westchester County,12451.0,2.802987711830375,1.2930688298128665
10530,STANDARD,NY,Westchester County,13011.0,3.7045576819614174,0.3535469986934133
10532,STANDARD,NY,Westchester County,4945.0,2.2851365015166833,0.5055611729019212
10533,STANDARD,NY,Westchester County,7487.0,1.6027781487912383,0.34726859890476824
10535,STANDARD,NY,Westchester County,717.0,5.578800557880056,0.0
10536,STANDARD,NY,Westchester County,11022.0,1.8871348212665577,0.3447650154236981
10537,STANDARD,NY,Putnam County,1842.0,5.971769815418024,3.203040173724213
10538,STANDARD,NY,Westchester County,16841.0,2.2267086277536965,0.43346594620271955
10541,STANDARD,NY,Putnam County,26850.0,4.249534450651769,0.16759776536312848
10543,STANDARD,NY,Westchester County,20516.0,4.4989276662117375,2.281146422304543
10545,PO BOX,NY,Westchester County,129.0,0.0,0.0
10546,STANDARD,NY,Westchester County,1265.0,0.0,0.23715415019762845
10547,STANDARD,NY,Westchester County,7045.0,5.663591199432221,0.6529453513129879
10548,STANDARD,NY,Westchester County,3156.0,2.1546261089987326,0.06337135614702155
10549,STANDARD,NY,Westchester County,16353.0,3.442793371246866,0.642084021280499
10550,STANDARD,NY,Westchester County,37543.0,7.593958927096929,1.1586713901393069
10552,STANDARD,NY,Westchester County,19607.0,5.6357423369204875,0.9945427653389096
10553,STANDARD,NY,Westchester County,10850.0,6.534562211981567,0.9216589861751152
10560,STANDARD,NY,Westchester County,4810.0,2.0997920997921,0.6444906444906445
10562,STANDARD,NY,Westchester County,31453.0,4.279401011032334,0.9792388643372651
10566,STANDARD,NY,Westchester County,23928.0,6.20193915078569,1.0030090270812437
10567,STANDARD,NY,Westchester County,20741.0,2.9988910852900053,0.3374957813027337
10570,STANDARD,NY,Westchester County,12889.0,2.9715261075335557,0.27154938319497246
10573,STANDARD,NY,Westchester County,38817.0,4.201767266919133,1.3679573382796197
10576,STANDARD,NY,Westchester County,4803.0,2.206953987091401,0.2706641682281907
10577,STANDARD,NY,Westchester County,6486.0,6.675917360468702,0.0
10578,STANDARD,NY,Westchester County,714.0,0.7002801120448179,0.0
10579,STANDARD,NY,Putnam County,9192.0,3.5356832027850307,0.8268059181897301
10580,STANDARD,NY,Westchester County,17358.0,2.379306371701809,0.3053347159811038
10583,STANDARD,NY,Westchester County,39996.0,2.405240524052405,0.3775377537753775
10588,STANDARD,NY,Westchester County,2723.0,1.5424164524421593,0.697759823723834
10589,STANDARD,NY,Westchester County,9102.0,3.4717644473742033,0.8899143045484509
10590,STANDARD,NY,Westchester County,7111.0,3.543805371958937,0.04218815918998734
10591,STANDARD,NY,Westchester County,23185.0,4.938537847746388,0.7202932930774207
10594,STANDARD,NY,Westchester County,5172.0,2.919566898685228,0.2900232018561485
10595,STANDARD,NY,Westchester County,8369.0,3.226191898673677,0.3106703309833911
10596,PO BOX,NY,Westchester County,1657.0,6.3367531683765845,0.0
10597,STANDARD,NY,Westchester County,1058.0,6.8998109640831755,0.0
10598,STANDARD,NY,Westchester County,30030.0,3.0436230436230436,0.34965034965034963
10601,STANDARD,NY,Westchester County,11787.0,4.233477560023755,0.79748875880207
10603,STANDARD,NY,Westchester County,17223.0,4.57527724554375,0.3715961214654822
10604,STANDARD,NY,Westchester County,11808.0,3.5315040650406506,1.4651084010840107
10605,STANDARD,NY,Westchester County,18118.0,2.434043492659234,1.2749751628215036
10606,STANDARD,NY,Westchester County,17489.0,5.226142146492081,1.1492938418434444
10607,STANDARD,NY,Westchester County,6307.0,3.075947360076106,1.9819248454098621
10701,STANDARD,NY,Westchester County,59884.0,3.8040211074744508,1.5864003740565094
10703,STANDARD,NY,Westchester County,20856.0,4.20981971614883,1.1795166858457997
10704,STANDARD,NY,Westchester County,31321.0,4.635867309472878,1.0440279684556688
10705,STANDARD,NY,Westchester County,40392.0,5.99623687858982,2.4732620320855614
10706,STANDARD,NY,Westchester County,8713.0,2.7430276598186616,0.06886261907494548
10707,STANDARD,NY,Westchester County,10653.0,4.027034638130104,0.38486811226884443
10708,STANDARD,NY,Westchester County,22178.0,4.743439444494544,0.5365677698620255
10709,STANDARD,NY,Westchester County,9357.0,1.3679598161803996,0.9084108154322966
10710,STANDARD,NY,Westchester County,27628.0,3.966990010134646,1.1329086434052411
10801,STANDARD,NY,Westchester County,41577.0,4.5072997089737115,1.5152608413305433
10803,STANDARD,NY,Westchester County,12560.0,2.1337579617834397,0.3343949044585987
10804,STANDARD,NY,Westchester County,14795.0,2.913146333220683,0.2906387293004393
10805,STANDARD,NY,Westchester County,18799.0,3.6597691366562053,1.484121495824246
10901,STANDARD,NY,Rockland County,23235.0,2.689907467183129,0.9425435765009683
10910,PO BOX,NY,Orange County,23.0,0.0,0.0
10911,STANDARD,NY,Orange County,0.0,,
10913,STANDARD,NY,Rockland County,5302.0,3.791022255752546,0.45265937382119953
10914,PO BOX,NY,Orange County,366.0,3.551912568306011,0.0
10915,PO BOX,NY,Orange County,104.0,0.0,0.0
10916,STANDARD,NY,Orange County,4238.0,3.1146767343086363,0.21236432279377065
10917,STANDARD,NY,Orange County,2030.0,7.487684729064039,0.0
10918,STANDARD,NY,Orange County,12258.0,2.8226464349812366,0.3752651329743841
10919,STANDARD,NY,Orange County,1405.0,2.9181494661921707,0.7829181494661922
10920,STANDARD,NY,Rockland County,8946.0,5.354348312094791,0.44712720769058795
10921,STANDARD,NY,Orange County,3861.0,4.843304843304844,0.1813001813001813
10922,PO BOX,NY,Orange County,1347.0,3.7861915367483294,0.0
10923,STANDARD,NY,Rockland County,8473.0,4.260592470199457,1.0385931783311697
10924,STANDARD,NY,Orange County,13255.0,3.3798566578649565,0.5809128630705395
10925,STANDARD,NY,Orange County,4330.0,5.288683602771362,0.0
10926,STANDARD,NY,Orange County,3370.0,2.6112759643916914,2.344213649851632
10927,STANDARD,NY,Rockland County,12094.0,5.630891351083182,1.0749131800893006
10928,STANDARD,NY,Orange County,4066.0,4.5253320216428925,0.4181013280865716
10930,STANDARD,NY,Orange County,9021.0,3.7578982374459593,1.2193770092007539
10931,STANDARD,NY,Rockland County,926.0,3.347732181425486,0.0
10932,PO BOX,NY,Orange County,100.0,0.0,0.0
10933,PO BOX,NY,Orange County,809.0,5.19159456118665,0.0
10940,STANDARD,NY,Orange County,48651.0,4.589833713592732,0.9352325748699925
10941,STANDARD,NY,Orange County,13301.0,5.4431997594165855,1.1502894519209081
10950,STANDARD,NY,Orange County,49065.0,2.174666259044125,0.570671558137165
10952,STANDARD,NY,Rockland County,41891.0,2.6688310138215847,0.7161442792007829
10953,PO BOX,NY,Orange County,102.0,10.784313725490197,0.0
10954,STANDARD,NY,Rockland County,23809.0,3.9396866731068085,1.4784325255155613
10956,STANDARD,NY,Rockland County,31039.0,3.92087373948903,0.6475724089049261
10958,STANDARD,NY,Orange County,2899.0,1.483270093135564,1.8282166264229045
10960,STANDARD,NY,Rockland County,15253.0,3.05513669442077,0.8063987412312332
10962,STANDARD,NY,Rockland County,5809.0,3.0469960406266137,2.100189361335858
10963,STANDARD,NY,Orange County,4361.0,1.6968585186883742,2.086677367576244
10964,STANDARD,NY,Rockland County,1557.0,5.009633911368016,2.1194605009633913
10965,STANDARD,NY,Rockland County,15320.0,2.7284595300261096,0.2349869451697128
10968,STANDARD,NY,Rockland County,2344.0,4.010238907849829,0.0
10969,STANDARD,NY,Orange County,1717.0,4.135119394292371,0.46592894583576006
10970,STANDARD,NY,Rockland County,9873.0,7.647118403727337,0.5672034842499747
10973,STANDARD,NY,Orange County,2603.0,8.182865923933923,0.384172109104879
10974,STANDARD,NY,Rockland County,3199.0,5.407939981244139,0.28133791809940606
10975,STANDARD,NY,Orange County,297.0,2.356902356902357,0.0
10976,STANDARD,NY,Rockland County,2264.0,2.3409893992932864,1.2367491166077738
10977,STANDARD,NY,Rockland County,62280.0,5.165382145150931,1.5414258188824663
10979,PO BOX,NY,Orange County,301.0,7.641196013289036,0.0
10980,STANDARD,NY,Rockland County,13860.0,4.0187590187590185,0.42568542568542567
10983,STANDARD,NY,Rockland County,5649.0,1.8764383076650735,1.8764383076650735
10984,STANDARD,NY,Rockland County,2880.0,4.618055555555555,0.0
10985,STANDARD,NY,Orange County,34.0,26.470588235294116,0.0
10986,STANDARD,NY,Rockland County,1836.0,3.867102396514161,0.0
10987,STANDARD,NY,Orange County,3318.0,2.2905364677516578,0.9644364074743822
10988,PO BOX,NY,Orange County,869.0,1.0356731875719218,0.0
10989,STANDARD,NY,Rockland County,10033.0,2.950264128376358,0.3887172331306688
10990,STANDARD,NY,Orange County,19647.0,3.064081030182725,0.31047997149692064
10992,STANDARD,NY,Orange County,9048.0,3.4261715296198054,0.6631299734748011
10993,STANDARD,NY,Rockland County,5326.0,4.487420202778821,1.7649267743146826
10994,STANDARD,NY,Rockland County,7490.0,1.041388518024032,1.1748998664886516
10996,STANDARD,NY,Orange County,6830.0,0.8345534407027818,0.0
10998,STANDARD,NY,Orange County,2736.0,3.837719298245614,0.5482456140350878
11001,STANDARD,NY,Nassau County,27551.0,3.2920765126492686,0.45370403978077023
11003,STANDARD,NY,Nassau County,45406.0,5.457428533673964,1.506408844646082
11004,STANDARD,NY,Queens County,13778.0,3.6797793583974454,0.8128901146755697
11005,STANDARD,NY,Queens County,1947.0,0.35952747817154596,0.4108885464817668
11010,STANDARD,NY,Nassau County,24791.0,3.7392602154007504,0.7865757734661772
11020,STANDARD,NY,Nassau County,6378.0,1.6619629978049546,0.9877704609595485
11021,STANDARD,NY,Nassau County,17378.0,3.4814132811600875,1.0357923811715963
11023,STANDARD,NY,Nassau County,9953.0,1.9391138350246158,0.4219833216115744
11024,STANDARD,NY,Nassau County,7667.0,2.6346680579105257,0.6521455588887439
11030,STANDARD,NY,Nassau County,17505.0,2.3993144815766922,0.23993144815766923
11040,STANDARD,NY,Nassau County,41434.0,2.6982671236182845,0.975044649321813
11042,STANDARD,NY,Nassau County,549.0,0.0,2.0036429872495445
11050,STANDARD,NY,Nassau County,30845.0,3.3911492948614037,0.6646133895282866
11096,STANDARD,NY,Nassau County,8331.0,5.917656943944304,2.0165646380986675
11101,STANDARD,NY,Queens County,25880.0,4.744976816074189,2.078825347758887
11102,STANDARD,NY,Queens County,35271.0,5.267783731677582,1.8570497008874145
11103,STANDARD,NY,Queens County,39231.0,4.901735872141929,2.2048889908490734
11104,STANDARD,NY,Queens County,26718.0,4.169473763006213,2.5713002470244777
11105,STANDARD,NY,Queens County,37194.0,4.455019626821531,1.626606441899231
11106,STANDARD,NY,Queens County,38812.0,6.170771926208389,1.6670102030299907
11109,STANDARD,NY,Queens County,4702.0,2.3819651212250106,0.0
11201,STANDARD,NY,Kings County,58350.0,3.9588688946015425,0.9048843187660668
11203,STANDARD,NY,Kings County,75887.0,5.413311897953537,1.4547946288560623
11204,STANDARD,NY,Kings County,80486.0,3.936088263797431,2.7632134781204183
11205,STANDARD,NY,Kings County,43224.0,6.517212659633537,0.8467518045530261
11206,STANDARD,NY,Kings County,84806.0,6.0998042591326085,2.120133009456878
11207,STANDARD,NY,Kings County,94657.0,5.880177905490349,2.3643259346905143
11208,STANDARD,NY,Kings County,93847.0,4.344305092331135,1.795475614564131
11209,STANDARD,NY,Kings County,70803.0,4.358572376876686,1.289493383048741
11210,STANDARD,NY,Kings County,67432.0,3.2847906038676,1.2664610274053862
11211,STANDARD,NY,Kings County,97772.0,3.3782678067340344,1.286666939410056
11212,STANDARD,NY,Kings County,88668.0,5.8690846754184145,2.027789055803672
11213,STANDARD,NY,Kings County,64603.0,4.759840874262805,1.3157283717474422
11214,STANDARD,NY,Kings County,91295.0,4.265293827701408,3.442685798784161
11215,STANDARD,NY,Kings County,70818.0,3.576774266429439,1.1282442316925076
11216,STANDARD,NY,Kings County,53747.0,7.137142538188178,0.7758572571492363
11217,STANDARD,NY,Kings County,38511.0,4.388356573446548,1.0490509205162162
11218,STANDARD,NY,Kings County,75691.0,3.400668507484377,2.202375447543301
11219,STANDARD,NY,Kings County,97670.0,2.6569059076482033,2.970205795024061
11220,STANDARD,NY,Kings County,102325.0,4.647935499633521,3.5875885658441242
11221,STANDARD,NY,Kings County,83372.0,9.244110732620065,1.3937532984695102
11222,STANDARD,NY,Kings County,35163.0,4.186218468276313,0.7849159628018088
11223,STANDARD,NY,Kings County,79385.0,4.469358191094035,2.254834036656799
11224,STANDARD,NY,Kings County,43001.0,6.8230971372758775,2.8115625218018185
11225,STANDARD,NY,Kings County,60180.0,8.685609837155202,1.2462612163509472
11226,STANDARD,NY,Kings County,99026.0,5.7914083170076545,1.392563569163654
11228,STANDARD,NY,Kings County,47190.0,4.223352405170587,2.2886204704386524
11229,STANDARD,NY,Kings County,81732.0,4.070621054177066,2.340576518377135
11230,STANDARD,NY,Kings County,88589.0,3.7916671370034654,2.237298084412286
11231,STANDARD,NY,Kings County,35263.0,5.427785497547004,0.8422425772055696
11232,STANDARD,NY,Kings County,29216.0,4.565991237677984,2.9812431544359255
11233,STANDARD,NY,Kings County,71589.0,6.056796435206526,1.3731159815055385
11234,STANDARD,NY,Kings County,95912.0,5.390357828009008,1.1437567770456252
11235,STANDARD,NY,Kings County,76668.0,3.988626284760265,2.0947461783273336
11236,STANDARD,NY,Kings County,98276.0,5.211852334242338,1.6931906060482722
11237,STANDARD,NY,Kings County,54182.0,7.40836440146174,2.5912664722601604
11238,STANDARD,NY,Kings County,52999.0,5.109530368497519,0.9886978999603766
11239,STANDARD,NY,Kings County,12924.0,5.64066852367688,2.545651501083256
11351,STANDARD,NY,Queens County,0.0,,
11354,STANDARD,NY,Queens County,56908.0,3.6286638082519156,3.336964925845224
11355,STANDARD,NY,Queens County,82790.0,3.4641864959536175,4.5295325522406085
11356,STANDARD,NY,Queens County,24631.0,3.9178271284154116,2.0705614875563314
11357,STANDARD,NY,Queens County,39737.0,4.2051488537131645,1.5300601454563756
11358,STANDARD,NY,Queens County,37486.0,3.2278717387824787,2.2141599530491383
11359,STANDARD,NY,Queens County,0.0,,
11360,STANDARD,NY,Queens County,19605.0,3.539913287426677,1.015047181841367
11361,STANDARD,NY,Queens County,30207.0,4.399642466977853,1.8472539477604528
11362,STANDARD,NY,Queens County,18139.0,3.418049506588015,0.6560449859418932
11363,STANDARD,NY,Queens County,7662.0,3.523884103367267,0.31323414252153486
11364,STANDARD,NY,Queens County,34949.0,2.755443646456265,1.1502475035051074
11365,STANDARD,NY,Queens County,45041.0,4.633556093337182,2.564330276858862
11366,STANDARD,NY,Queens County,13192.0,4.085809581564584,2.0239539114614917
11367,STANDARD,NY,Queens County,42667.0,3.4710666322919352,1.5609253052710526
11368,STANDARD,NY,Queens County,112709.0,3.019279738086577,3.307632930821851
11369,STANDARD,NY,Queens County,39001.0,4.617830312043281,2.9486423425040384
11370,STANDARD,NY,Queens County,35507.0,3.9710479623736163,2.4079758920776184
11371,STANDARD,NY,Queens County,0.0,,
11372,STANDARD,NY,Queens County,64754.0,3.533372455755629,3.093245204929425
11373,STANDARD,NY,Queens County,98554.0,3.2124520567404673,3.8182113359173653
11374,STANDARD,NY,Queens County,43399.0,4.03695937694417,2.0530426968363327
11375,STANDARD,NY,Queens County,70723.0,3.093760162889018,1.1142061281337048
11377,STANDARD,NY,Queens County,90615.0,3.2621530651658115,4.4054516360425975
11378,STANDARD,NY,Queens County,31756.0,4.7140697820884245,1.769744300289709
11379,STANDARD,NY,Queens County,35476.0,4.146465215920623,1.3304769421580787
11385,STANDARD,NY,Queens County,102209.0,3.7618996370182667,1.2738604232503987
11411,STANDARD,NY,Queens County,19208.0,3.4360683048729697,1.0985006247396918
11412,STANDARD,NY,Queens County,37832.0,8.402939310636498,1.1788961725523366
11413,STANDARD,NY,Queens County,42560.0,4.828477443609023,0.787124060150376
11414,STANDARD,NY,Queens County,28700.0,4.121951219512195,2.2961672473867596
11415,STANDARD,NY,Queens County,19403.0,2.767613255682111,1.3142297582848013
11416,STANDARD,NY,Queens County,26625.0,5.581220657276996,3.27887323943662
11417,STANDARD,NY,Queens County,32415.0,5.846058923337961,2.859787135585377
11418,STANDARD,NY,Queens County,39308.0,5.090566805739289,1.5543909636715172
11419,STANDARD,NY,Queens County,49306.0,5.467894373909869,3.283576035370949
11420,STANDARD,NY,Queens County,50820.0,5.751672569854388,2.554112554112554
11421,STANDARD,NY,Queens County,43024.0,4.883320937151358,2.90303086649312
11422,STANDARD,NY,Queens County,33245.0,3.5133102722213865,0.9445029327718454
11423,STANDARD,NY,Queens County,31982.0,6.591207554249265,2.1168157088362203
11424,PO BOX,NY,Queens County,0.0,,
11425,UNIQUE,NY,Kings County,0.0,,
11426,STANDARD,NY,Queens County,19842.0,2.988610019151295,0.9525249470819473
11427,STANDARD,NY,Queens County,23568.0,3.827223353699932,2.002715546503734
11428,STANDARD,NY,Queens County,19744.0,4.664708265802269,1.6663290113452187
11429,STANDARD,NY,Queens County,26362.0,9.66542750929368,1.088688263409453
11430,STANDARD,NY,Queens County,186.0,26.344086021505376,0.0
11432,STANDARD,NY,Queens County,63533.0,5.19415107109691,2.4003273889159966
11433,STANDARD,NY,Queens County,34111.0,8.343349652604731,1.1843686787253378
11434,STANDARD,NY,Queens County,65892.0,5.886905845929703,0.9363807442481636
11435,STANDARD,NY,Queens County,55323.0,7.667696979556423,2.304647253402744
11436,STANDARD,NY,Queens County,19425.0,6.44015444015444,1.673101673101673
11451,UNIQUE,NY,Queens County,0.0,,
11501,STANDARD,NY,Nassau County,19241.0,2.229613845434229,1.044644249259394
11507,STANDARD,NY,Nassau County,7430.0,4.185733512786003,1.547779273216689
11509,STANDARD,NY,Nassau County,2174.0,2.5298988040478383,0.36798528058877644
11510,STANDARD,NY,Nassau County,33473.0,3.414692438681923,0.8275326382457503
11514,STANDARD,NY,Nassau County,4913.0,2.9513535518013434,2.625686952981885
11516,STANDARD,NY,Nassau County,7742.0,3.6553862051149575,0.34874709377421853
11518,STANDARD,NY,Nassau County,10278.0,4.10585717065577,0.33080365829928
11520,STANDARD,NY,Nassau County,43795.0,3.9867564790501198,1.8015755223198995
11530,STANDARD,NY,Nassau County,28663.0,2.5921920245612813,0.23723964693158428
11542,STANDARD,NY,Nassau County,27849.0,2.617688247333836,1.2819131746202737
11545,STANDARD,NY,Nassau County,12426.0,1.9233864477708031,0.16095284081764044
11547,PO BOX,NY,Nassau County,741.0,6.747638326585695,0.0
11548,STANDARD,NY,Nassau County,2407.0,3.240548400498546,0.4154549231408392
11549,UNIQUE,NY,Nassau County,2864.0,4.434357541899441,0.0
11550,STANDARD,NY,Nassau County,57352.0,4.6031524619891195,1.3164318593946156
11552,STANDARD,NY,Nassau County,23672.0,4.456742142615749,0.9420412301453194
